Component,Target,rho,p,n
Quality & Reliability,score_mean,0.030643956994149204,0.2008575973937132,1744
Quality & Reliability,score_weighted,0.030082831440222252,0.20923224403533958,1744
Quality & Reliability,score_median,0.03278436931728772,0.1711550952073033,1744
Quality & Reliability,accept,0.03651192619590862,0.127459314523499,1744
Quality & Reliability,cites,0.009776738508150475,0.6832695616393416,1744
Quality & Reliability,TNCSI,0.0054974099269415886,0.8185458278350577,1744
Quality & Reliability,TNCSI_SP,0.017534986892926433,0.4642822364712832,1744
Accessibility & Understandability,score_mean,-0.0022756947612346174,0.9243404130646331,1744
Accessibility & Understandability,score_weighted,-0.0029642874871288714,0.9015498067609633,1744
Accessibility & Understandability,score_median,0.021645094941754945,0.36632242755126965,1744
Accessibility & Understandability,accept,0.026780912880914557,0.26365141253242114,1744
Accessibility & Understandability,cites,0.006110632151261662,0.7987177646266221,1744
Accessibility & Understandability,TNCSI,0.004739606464983727,0.8432086078134091,1744
Accessibility & Understandability,TNCSI_SP,0.000897566226322018,0.9701209450439932,1744
Novelty & Engagement,score_mean,0.0528243434580534,0.02738624727115489,1744
Novelty & Engagement,score_weighted,0.05123770117776235,0.032385448898553985,1744
Novelty & Engagement,score_median,0.048084637284256784,0.044665072945030596,1744
Novelty & Engagement,accept,0.013768031674476417,0.565572084758058,1744
Novelty & Engagement,cites,0.06923430059735917,0.003819364871656092,1744
Novelty & Engagement,TNCSI,0.03969226795235891,0.09750687874908587,1744
Novelty & Engagement,TNCSI_SP,0.026651910912388933,0.2659593024913675,1744
