Item_No,Item,rho,p
5,5. Easy to understand,0.20108716736361862,1.4521781418141742e-19
42,42. Impactful,0.1906739986055359,1.0285860528435884e-17
60,60. Engaging,0.18403761319857517,1.3725647502830424e-16
51,51. Insightful,0.17013217070337888,2.2970798350373382e-14
40,40. Well-sourced,0.16937480605146288,2.999957245756115e-14
53,53. Persuasive,0.16349423656657955,2.287144678550921e-13
46,46. Coherent,0.15732832595334661,1.778853672742668e-12
56,56. Accessible,0.1552363171508825,3.503453337072063e-12
2,2. Empirical,0.15453244893939277,4.391751907978567e-12
52,52. Comprehensive,0.15043353851815747,1.6040314435360205e-11
34,34. Exciting,0.13740779620152796,7.804707744587727e-10
50,50. Relevant,0.13663032322618782,9.733050866122635e-10
44,44. Balanced,0.13380059988376472,2.151382066362954e-09
43,43. Authoritative,0.13200886796365158,3.5249208794347296e-09
54,54. Concise,0.13138846112373312,4.17575523131331e-09
3,3. Well written,0.13024403585919048,5.696122083975172e-09
47,47. Structured,0.1282686287640621,9.674084811812875e-09
31,31. To the point,0.1243875402316648,2.6762415139877795e-08
58,58. Rigorous,0.11929822329649638,9.704186965376544e-08
57,57. Innovative,0.11022589525999552,8.47553631412964e-07
55,55. Methodical,0.10652182842474998,1.958584048557591e-06
48,48. Replicable,0.10035022472811246,7.444680813134605e-06
37,37. Hypothesis-driven,0.09498586241922286,2.2359220127807408e-05
38,38. Provocative,0.09419737285153887,2.6157535276176235e-05
49,49. Objective,0.08594850764412187,0.00012559297030499653
45,45. Original,0.0810158510253773,0.00030138731049964473
36,36. Ethical,0.03472399244321414,0.12187489907324427
39,39. Technical,0.033797587211802045,0.132155386287131
59,59. Controversial,0.030134625046551577,0.17946774249903524
41,41. Interdisciplinary,0.0035766061246935064,0.8734403695668765
9,9. Nontechnical,-0.012997589650187387,0.5626622938496709
32,32. Theoretical,-0.02965364279090217,0.18651469575555638
6,6. Unethical,-0.04587243841053505,0.040946236813847875
29,29. Uncontroversial,-0.06891955145110161,0.0021185442369385022
8,8. Unprovocative,-0.08691144511447034,0.00010528770781880376
11,11. Narrow,-0.09421896240343147,2.6045823900446716e-05
27,27. Conventional,-0.0965166634104976,1.6430860645655102e-05
14,14. Unbalanced,-0.09828066364306721,1.1455417091590928e-05
18,18. Non-replicable,-0.10564222346936786,2.3800744873914997e-06
15,15. Derivative,-0.11492907218596896,2.812991944729055e-07
1,1. Circumlocutory,-0.1210290952778718,6.298582114492595e-08
7,7. Speculation-driven,-0.1222650719590995,4.608861473542264e-08
19,19. Subjective,-0.12474984996880245,2.436871078162687e-08
13,13. Unreliable,-0.1282223250689095,9.794008382083884e-09
17,17. Unstructured,-0.1289000294228759,8.174478099507117e-09
12,12. Inconsequential,-0.13099907722106272,4.64242780166637e-09
10,10. Poorly-sourced,-0.13347448308005838,2.3548262495444545e-09
16,16. Incoherent,-0.13592311452357392,1.1885217334699974e-09
20,20. Irrelevant,-0.140043814996033,3.6577821051333153e-10
33,33. Not well written,-0.14040663034765224,3.2917710512491474e-10
23,23. Unconvincing,-0.1465336708906287,5.3253304434955513e-11
24,24. Verbose,-0.14713135464589724,4.4398670631163924e-11
22,22. Superficial,-0.15191868314672052,1.0072516603058512e-11
28,28. Lax,-0.1544942409739507,4.445824308984908e-12
4,4. Dull,-0.15855001210198993,1.1923290941644006e-12
21,21. Uninsightful,-0.163614583410917,2.1956297053623198e-13
35,35. Difficult to understand,-0.16525350803660768,1.2552139935974658e-13
25,25. Haphazard,-0.170701222184144,1.8780831686587978e-14
26,26. Inaccessible,-0.17486939204044083,4.206430540939247e-15
30,30. Disengaging,-0.17831928073378198,1.185351187782139e-15
