Item_No,Item,rho,p
33,33. Well written,0.14996019570387897,2.0639030489913844e-16
20,20. Coherent,0.13476273202498792,1.6151164429018958e-13
48,48. Structured,0.1344786905071017,1.8168560502403197e-13
3,3. Well-sourced,0.13211758488648506,4.786823143160716e-13
22,22. Impactful,0.12779624587142105,2.6963594820567805e-12
46,46. To the point,0.12628163553937619,4.87547702693503e-12
25,25. Engaging,0.1251371246814973,7.592358811730637e-12
60,60. Exciting,0.12106282772452152,3.5567384075853524e-11
29,29. Exciting,0.12097282956784597,3.678058252811203e-11
36,36. Accessible,0.1178199691907707,1.1726713039486639e-10
56,56. Persuasive,0.11573601284886635,2.482123535749962e-10
31,31. Relevant,0.10594413492828893,7.058533944430555e-09
40,40. Easy to understand,0.10464570398328937,1.0767352408169224e-08
43,43. Comprehensive,0.10331639465840939,1.650424104629603e-08
17,17. Provocative,0.10266314536438649,2.0319222483095394e-08
37,37. Authoritative,0.10152861536146035,2.906972734011655e-08
19,19. Empirical,0.10127683078979098,3.1458086361288785e-08
16,16. Replicable,0.09630398904064512,1.4395008411702666e-07
9,9. Concise,0.09397667634525303,2.8600411409666434e-07
1,1. Insightful,0.0934995591402889,3.285775094440455e-07
27,27. Methodical,0.08794718465891378,1.5722773065411783e-06
6,6. Balanced,0.08286013243997617,6.094430372904681e-06
14,14. Rigorous,0.08075352153530135,1.044688061847329e-05
53,53. Objective,0.06962939456908386,0.00014531971947825026
11,11. Innovative,0.06845132015980163,0.00018808352036260887
41,41. Original,0.06305646004525164,0.0005826470670449302
34,34. Hypothesis-driven,0.05897576260887055,0.0012973147590895203
51,51. Controversial,0.024335444805441243,0.18473680430588016
55,55. Unethical,-0.0008602172129236331,0.9626121138238313
8,8. Ethical,-0.009384380162498361,0.6090742105497238
39,39. Interdisciplinary,-0.021871573037446433,0.2332640633355688
5,5. Technical,-0.022900637809224952,0.21199778768150535
59,59. Theoretical,-0.04094663843253906,0.025598695809108066
23,23. Nontechnical,-0.04136301953949117,0.024135527749483982
45,45. Conventional,-0.05328340822647376,0.003664990406337646
12,12. Subjective,-0.05589009141675544,0.002303638550346583
10,10. Unreliable,-0.05916106033917054,0.0012522796483710017
7,7. Superficial,-0.06035465844302829,0.0009950777920902766
50,50. Irrelevant,-0.06358665171189257,0.0005232843083773023
52,52. Non-replicable,-0.06584118655261469,0.00032841529607824203
42,42. Unbalanced,-0.07510243032357274,4.160977566178756e-05
58,58. Uninsightful,-0.07711017555876709,2.5736677893513048e-05
2,2. Haphazard,-0.07753513201300853,2.321357388391654e-05
32,32. Lax,-0.08072690430832638,1.0517390917688053e-05
35,35. Inconsequential,-0.08227409943910437,7.089371669419341e-06
21,21. Poorly-sourced,-0.08268308828305121,6.379985337155855e-06
54,54. Derivative,-0.08783008185039248,1.6234701267473611e-06
30,30. Speculation-driven,-0.08878108132662726,1.250065388433127e-06
47,47. Unprovocative,-0.09302737173199083,3.766977886366301e-07
18,18. Inaccessible,-0.09825068706852788,8.006790865701274e-08
28,28. Unconvincing,-0.10181252000957527,2.658744563100307e-08
15,15. Dull,-0.10493526690759851,9.803926399298985e-09
49,49. Difficult to understand,-0.10684428356501353,5.251549746154702e-09
4,4. Disengaging,-0.11038133664969625,1.6047818225596884e-09
26,26. Narrow,-0.11161373494700431,1.0524057708788391e-09
57,57. Incoherent,-0.11464348026494843,3.6581795866003844e-10
38,38. Not well written,-0.11642468725702247,1.9401737497050753e-10
24,24. Unstructured,-0.12507120319092904,7.78759338494089e-12
44,44. Verbose,-0.13602691545307852,9.536441678199488e-14
13,13. Circumlocutory,-0.14036248540590307,1.5077634463338173e-14
