Item_No,Item,rho,p
42,42. Impactful,0.2843737384544431,3.9994411915392623e-61
3,3. Well written,0.2727685684679067,3.4047554521367736e-56
40,40. Well-sourced,0.24749801920101275,2.8662150765071e-46
51,51. Insightful,0.2153415262533258,3.464837366183575e-35
53,53. Persuasive,0.21249143238247628,2.759435623666529e-34
50,50. Relevant,0.20822102290372752,5.844680274634249e-33
60,60. Engaging,0.20803458064946476,6.667900194758117e-33
45,45. Original,0.2072059390180772,1.1958385168405286e-32
34,34. Exciting,0.20629039948578726,2.273489487853603e-32
43,43. Authoritative,0.19253500963859094,2.4538272300045026e-28
57,57. Innovative,0.17972901511935027,7.582468493969548e-25
52,52. Comprehensive,0.17462947900649178,1.5826899751390662e-23
58,58. Rigorous,0.17417321797595497,2.0678864508822333e-23
37,37. Hypothesis-driven,0.17125348973287957,1.125075539873316e-22
38,38. Provocative,0.16582521579215428,2.4240888798288627e-21
48,48. Replicable,0.16063590942683625,4.146436591887795e-20
47,47. Structured,0.15018088595843307,9.543846069399883e-18
2,2. Empirical,0.1455748581137481,9.3072387345121e-17
46,46. Coherent,0.14391533389392752,2.077355042767148e-16
55,55. Methodical,0.14076957779869742,9.275915618936202e-16
31,31. To the point,0.11677629189610632,2.8148844079031724e-11
39,39. Technical,0.1161734446380083,3.5593883129969573e-11
59,59. Controversial,0.11204683398390984,1.7181238346739606e-10
54,54. Concise,0.09598518346446008,4.634304106706618e-08
44,44. Balanced,0.08593870213507324,1.0054718979388555e-06
7,7. Speculation-driven,0.07994869726646074,5.401651640069067e-06
41,41. Interdisciplinary,0.07774145451493356,9.752615103104802e-06
49,49. Objective,0.07101231913698128,5.37341588609552e-05
56,56. Accessible,0.07050787281416859,6.0718816494782915e-05
5,5. Easy to understand,0.057715414733312535,0.0010340205186377491
36,36. Ethical,0.05414771011440731,0.002084144933094693
6,6. Unethical,0.008560080268050045,0.6267962617664387
32,32. Theoretical,-0.009038993295955498,0.6076393766729815
11,11. Narrow,-0.01708626117148342,0.33174272692937534
35,35. Difficult to understand,-0.032917545746975085,0.061442340491487925
24,24. Verbose,-0.041272234015398125,0.019008886347433734
4,4. Dull,-0.045870152885330195,0.009136554911167296
25,25. Haphazard,-0.05894311012716086,0.0008051529856472943
14,14. Unbalanced,-0.06635393025890667,0.00016115807178778167
26,26. Inaccessible,-0.07655558066316234,1.3311302366003798e-05
13,13. Unreliable,-0.08227646274047792,2.8488073309104125e-06
16,16. Incoherent,-0.0824140302382705,2.7416253828254595e-06
28,28. Lax,-0.08656883792627722,8.369045351670291e-07
19,19. Subjective,-0.08924705023428156,3.7827946277886975e-07
33,33. Not well written,-0.10042707680476169,1.071839334165613e-08
23,23. Unconvincing,-0.1026689573244872,4.996496860386058e-09
15,15. Derivative,-0.10514902584712783,2.107274149166063e-09
29,29. Uncontroversial,-0.10705458941925293,1.0708304076127395e-09
17,17. Unstructured,-0.10939262104843009,4.591584960523062e-10
20,20. Irrelevant,-0.10956464516097512,4.311195189070316e-10
22,22. Superficial,-0.11488899552619415,5.845002922040857e-11
21,21. Uninsightful,-0.11498331862381514,5.636979734405407e-11
10,10. Poorly-sourced,-0.11849396445806318,1.4329242081798232e-11
9,9. Nontechnical,-0.1227160047995781,2.6148323686716057e-12
18,18. Non-replicable,-0.13007854694664261,1.1685088997136382e-13
12,12. Inconsequential,-0.1309388359631583,8.031347675526041e-14
30,30. Disengaging,-0.1410473943494073,8.13862708050857e-16
8,8. Unprovocative,-0.14249824546124962,4.093091725651535e-16
1,1. Circumlocutory,-0.1439251213451626,2.0675981660899375e-16
27,27. Conventional,-0.15820167075059777,1.521231981246504e-19
