No,Item,Mean,SD,Quality & Reliability,Accessibility & Understandability,Novelty & Engagement
1,1. Circumlocutory,15.07,5.0,0.207,-0.232,-0.251
2,2. Empirical,78.47,7.35,-0.075,0.414,0.418
3,3. Well written,88.97,2.85,-0.015,0.352,0.652
4,4. Dull,11.87,4.1,-0.253,0.07,0.082
5,5. Easy to understand,68.08,7.77,-0.022,0.803,0.159
6,6. Unethical,0.27,3.31,-0.032,0.018,0.014
7,7. Speculation-driven,16.45,7.09,-0.276,-0.117,0.118
8,8. Unprovocative,28.08,7.79,-0.409,0.044,0.049
9,9. Nontechnical,10.58,2.99,-0.134,0.15,0.018
10,10. Poorly-sourced,19.7,33.26,-0.275,0.019,0.095
11,11. Narrow,34.68,6.65,-0.619,0.11,0.033
12,12. Inconsequential,17.85,4.23,-0.864,0.035,-0.096
13,13. Unreliable,8.14,3.83,-0.925,0.013,-0.083
14,14. Unbalanced,18.6,6.12,-0.702,-0.044,-0.012
15,15. Derivative,32.8,6.72,-0.457,-0.136,-0.134
16,16. Incoherent,8.19,3.79,-0.92,0.007,-0.082
17,17. Unstructured,8.74,4.41,-0.888,-0.075,-0.108
18,18. Non-replicable,18.63,4.79,-0.884,-0.084,-0.083
19,19. Subjective,17.14,6.33,-0.516,0.064,-0.13
20,20. Irrelevant,8.2,3.79,-0.919,0.003,-0.092
21,21. Uninsightful,18.35,4.63,-0.926,-0.026,-0.07
22,22. Superficial,27.54,6.06,-0.853,-0.026,-0.079
23,23. Unconvincing,17.8,4.27,-0.896,-0.013,-0.108
24,24. Verbose,37.08,6.64,-0.586,-0.224,-0.033
25,25. Haphazard,10.04,2.03,-0.384,-0.148,-0.007
26,26. Inaccessible,19.49,4.73,-0.551,-0.508,-0.03
27,27. Conventional,43.37,6.59,-0.393,0.178,-0.13
28,28. Lax,10.51,3.4,-0.355,-0.153,-0.094
29,29. Uncontroversial,69.19,17.74,0.074,0.103,-0.038
30,30. Disengaging,15.67,5.03,-0.604,0.004,-0.135
31,31. To the point,77.22,6.34,0.043,0.58,0.541
32,32. Theoretical,68.51,10.77,0.024,-0.643,0.146
33,33. Not well written,9.36,2.48,-0.572,-0.09,-0.083
34,34. Exciting,57.46,6.56,-0.002,-0.018,0.637
35,35. Difficult to understand,33.09,7.83,-0.17,-0.818,-0.038
36,36. Ethical,92.5,4.73,0.473,-0.151,0.184
37,37. Hypothesis-driven,79.37,3.57,0.107,-0.044,0.516
38,38. Provocative,48.57,8.83,-0.14,-0.325,0.389
39,39. Technical,84.9,5.01,0.272,-0.395,0.455
40,40. Well-sourced,87.25,4.85,0.137,0.206,0.534
41,41. Interdisciplinary,54.77,7.06,-0.094,-0.287,0.395
42,42. Impactful,71.91,6.58,0.159,-0.112,0.729
43,43. Authoritative,81.46,4.26,0.25,-0.18,0.616
44,44. Balanced,79.46,3.4,0.214,0.272,0.627
45,45. Original,67.01,6.23,0.056,-0.324,0.7
46,46. Coherent,89.64,2.6,0.194,0.304,0.731
47,47. Structured,89.46,2.92,0.215,0.302,0.732
48,48. Replicable,79.4,3.32,0.172,0.334,0.738
49,49. Objective,86.68,4.85,0.294,-0.105,0.41
50,50. Relevant,89.37,3.06,0.173,0.281,0.733
51,51. Insightful,79.54,3.0,0.173,0.202,0.753
52,52. Comprehensive,74.42,6.15,0.016,-0.119,0.695
53,53. Persuasive,74.28,5.82,0.017,0.098,0.697
54,54. Concise,76.12,6.88,-0.044,0.65,0.318
55,55. Methodical,88.57,3.59,0.029,0.276,0.643
56,56. Accessible,75.77,6.95,0.004,0.724,0.356
57,57. Innovative,70.9,8.49,0.026,-0.343,0.68
58,58. Rigorous,87.49,4.38,0.008,-0.238,0.666
59,59. Controversial,24.44,8.03,-0.248,-0.12,0.085
60,60. Engaging,68.86,5.86,0.076,0.177,0.702
