Component,Target,rho,p,n
Quality & Reliability,score_mean,0.024781766739350557,0.30560529342898635,1711
Quality & Reliability,score_weighted,0.024705709988522995,0.30709250228011986,1711
Quality & Reliability,score_median,0.027596296319282326,0.2539187166884925,1711
Quality & Reliability,accept,0.023895190462633876,0.3232383667087274,1711
Quality & Reliability,cites,0.014705033532544714,0.5432864254602512,1711
Quality & Reliability,TNCSI,0.020226343087611138,0.4030866546912807,1711
Quality & Reliability,TNCSI_SP,0.01734092444076573,0.47348283966524385,1711
Accessibility & Understandability,score_mean,-0.020717954930205184,0.3917500246949014,1711
Accessibility & Understandability,score_weighted,-0.018091186389949845,0.45455521745958194,1711
Accessibility & Understandability,score_median,-0.04390915855525523,0.06939841791914042,1711
Accessibility & Understandability,accept,-0.009123401651345035,0.7060884498634468,1711
Accessibility & Understandability,cites,0.041856680423578554,0.08347623336125701,1711
Accessibility & Understandability,TNCSI,0.03161500573628222,0.19117821784928007,1711
Accessibility & Understandability,TNCSI_SP,0.02890925612833774,0.23201469361044144,1711
Novelty & Engagement,score_mean,0.09682902603860584,6.0267420879844706e-05,1711
Novelty & Engagement,score_weighted,0.09440525041440383,9.195885977903665e-05,1711
Novelty & Engagement,score_median,0.10812453443550613,7.3819816332766795e-06,1711
Novelty & Engagement,accept,0.09391232617457489,0.0001000902185443919,1711
Novelty & Engagement,cites,0.08071341722214737,0.0008327840936284907,1711
Novelty & Engagement,TNCSI,0.07282015036824155,0.00257869860189628,1711
Novelty & Engagement,TNCSI_SP,0.048871621009113506,0.04325206024809678,1711
