Item_No,Item,rho,p
42,42. Impactful,0.15045468323245909,2.1344842631279355e-11
40,40. Well-sourced,0.148989877203687,3.343755744490517e-11
34,34. Exciting,0.14741436020921528,5.3922856348769526e-11
60,60. Engaging,0.1369776345557198,1.1244171352323986e-09
3,3. Well written,0.11673851831880164,2.171888659042775e-07
38,38. Provocative,0.11449372201629479,3.7027288942840374e-07
50,50. Relevant,0.10219583839574076,5.772709223096827e-06
45,45. Original,0.1002411295128425,8.692759879998372e-06
51,51. Insightful,0.09479222837333537,2.6166575545958352e-05
52,52. Comprehensive,0.07775312509968031,0.0005685754220655009
57,57. Innovative,0.0767515795493321,0.0006697905551277626
43,43. Authoritative,0.07527763122268617,0.0008494987307071395
31,31. To the point,0.07397139109305266,0.0010451155922030222
53,53. Persuasive,0.07313585753791652,0.0011912618437194993
58,58. Rigorous,0.07228547454163547,0.0013591876098801232
48,48. Replicable,0.0671850950004223,0.002914296005491595
47,47. Structured,0.06448060184698486,0.0042826125506060485
46,46. Coherent,0.0625295449278011,0.005606450169960255
5,5. Easy to understand,0.06032413692924101,0.007538381837735903
55,55. Methodical,0.05869552390859235,0.00932757520987384
37,37. Hypothesis-driven,0.05314243340280069,0.01859868447546386
59,59. Controversial,0.05284266061199694,0.01927423953496778
7,7. Speculation-driven,0.05164940981415992,0.022180161499220162
39,39. Technical,0.03720788814090157,0.09951625201417025
2,2. Empirical,0.0355950487635469,0.11508199606520764
41,41. Interdisciplinary,0.03558268920329268,0.11520827379989196
54,54. Concise,0.026048409883429064,0.2489241168633666
56,56. Accessible,0.01781117124856307,0.4305242225492001
36,36. Ethical,0.012377301453250195,0.583844508919
44,44. Balanced,0.008812881824382796,0.6965208967281763
6,6. Unethical,0.006804988174009459,0.7632941241674978
10,10. Poorly-sourced,0.0030113536314907837,0.8939817597033692
8,8. Unprovocative,-0.004891931272463266,0.828603138395885
9,9. Nontechnical,-0.013971045614958193,0.5363657283389491
49,49. Objective,-0.016239745299237676,0.4723033439412
11,11. Narrow,-0.016702583389627403,0.45977132083602923
25,25. Haphazard,-0.032222859347833456,0.15375544600544616
4,4. Dull,-0.032425813851788214,0.15117883977958096
26,26. Inaccessible,-0.03530662018155482,0.11805735059299555
14,14. Unbalanced,-0.04444459869622177,0.04908350170075731
24,24. Verbose,-0.046096692778114276,0.04124172759531207
13,13. Unreliable,-0.04808514901887552,0.03323463615288394
16,16. Incoherent,-0.0495441497346742,0.0282410963098798
20,20. Irrelevant,-0.05174344576825485,0.021938075287248282
19,19. Subjective,-0.05607671008362486,0.013005230198604164
33,33. Not well written,-0.057290626885256914,0.011165447993636992
21,21. Uninsightful,-0.05901218684574094,0.008952595237353592
35,35. Difficult to understand,-0.061987180576235174,0.006034883745165742
12,12. Inconsequential,-0.06427291112376661,0.004408647794512847
18,18. Non-replicable,-0.06435645188444017,0.0043575534247817386
23,23. Unconvincing,-0.07287051498967989,0.0012414824041769468
17,17. Unstructured,-0.07626496236416479,0.0007247922218372903
32,32. Theoretical,-0.07649414913334078,0.0006983851180892519
29,29. Uncontroversial,-0.07658613279198428,0.0006880401632378848
28,28. Lax,-0.07746529039266473,0.0005961012366738085
22,22. Superficial,-0.0801348847749423,0.000382201107306826
15,15. Derivative,-0.08118942811877468,0.0003194724836431874
27,27. Conventional,-0.08630151193900923,0.00013002610963935528
30,30. Disengaging,-0.10715125551313716,1.97789521611815e-06
1,1. Circumlocutory,-0.1175510388143362,1.786117698348429e-07
