Item_No,Item,rho,p
29,29. Exciting,0.20255412244229687,1.4452616195452945e-19
60,60. Exciting,0.19976935399202486,4.586703684842609e-19
22,22. Impactful,0.19893095000169278,6.472346901472141e-19
33,33. Well written,0.19677931681731306,1.5554053884926387e-18
48,48. Structured,0.1837712097541617,2.519363858903738e-16
25,25. Engaging,0.18200730150976818,4.883610649852844e-16
20,20. Coherent,0.17904099771439513,1.4643363785704865e-15
3,3. Well-sourced,0.17562977431644203,5.058651178740162e-15
43,43. Comprehensive,0.16814038719556604,7.057239945575158e-14
46,46. To the point,0.16621255579854008,1.3645185128340245e-13
31,31. Relevant,0.1641344891222993,2.7533230408562096e-13
16,16. Replicable,0.1595222144788778,1.2663806866654286e-12
37,37. Authoritative,0.15436595078122042,6.618145313307415e-12
36,36. Accessible,0.14792200279374665,4.8393408586337636e-11
6,6. Balanced,0.14787837688671268,4.903539901399927e-11
56,56. Persuasive,0.14215261557627284,2.673275178853842e-10
17,17. Provocative,0.1419479255939587,2.836851473803214e-10
27,27. Methodical,0.14183921578760558,2.9276559998125625e-10
11,11. Innovative,0.14170699143761667,3.0419301080088343e-10
19,19. Empirical,0.14153501077778893,3.1970929785064693e-10
14,14. Rigorous,0.13960674674749463,5.561829109043848e-10
1,1. Insightful,0.13943490797796962,5.841004856424257e-10
40,40. Easy to understand,0.13718289954111207,1.1036605570206374e-09
41,41. Original,0.12689892617861132,1.7714997970756147e-08
34,34. Hypothesis-driven,0.10256089045723266,5.462793192833369e-06
9,9. Concise,0.09849882014625416,1.2699226273060664e-05
53,53. Objective,0.0978459037895979,1.4500083131816327e-05
39,39. Interdisciplinary,0.016477749232181132,0.4662914923927689
51,51. Controversial,0.012861569355224249,0.569607259469145
8,8. Ethical,0.009380484340867593,0.6783485101838318
5,5. Technical,-0.006953049706001735,0.7585418561122288
55,55. Unethical,-0.02322749411930614,0.30441116335386054
23,23. Nontechnical,-0.04518031876063712,0.04567005200725679
59,59. Theoretical,-0.05104435086694419,0.023937620523475252
7,7. Superficial,-0.08337417771869278,0.0002221654116479491
12,12. Subjective,-0.08910836062733504,7.903397436826327e-05
50,50. Irrelevant,-0.10409688460094813,3.937839340240029e-06
35,35. Inconsequential,-0.1134600262946953,4.846446335693672e-07
45,45. Conventional,-0.11533366170467646,3.121658463386192e-07
10,10. Unreliable,-0.12104998727301429,7.814963536990775e-08
52,52. Non-replicable,-0.12146664108381845,7.046733297876477e-08
21,21. Poorly-sourced,-0.12386789807698112,3.855432835652708e-08
18,18. Inaccessible,-0.12475550089143142,3.076071709299262e-08
49,49. Difficult to understand,-0.12792547853872419,1.3556592619317954e-08
42,42. Unbalanced,-0.13077700390404878,6.376610095124474e-09
32,32. Lax,-0.13172114456604336,4.949630760418783e-09
58,58. Uninsightful,-0.1387285934650831,7.1390584788862e-10
2,2. Haphazard,-0.13916654108340526,6.304542326760588e-10
47,47. Unprovocative,-0.14174729363816072,3.0066457667849787e-10
54,54. Derivative,-0.1425242051261434,2.399524323969816e-10
30,30. Speculation-driven,-0.142663734684238,2.303965829562084e-10
15,15. Dull,-0.14492892207430466,1.184519767206109e-10
57,57. Incoherent,-0.15364386417371756,8.306243672222465e-12
38,38. Not well written,-0.15373877035931582,8.062375411727491e-12
4,4. Disengaging,-0.1552876269458708,4.944433544675669e-12
44,44. Verbose,-0.15928816790128875,1.3667238478322341e-12
26,26. Narrow,-0.15947446232938284,1.2862488307733075e-12
28,28. Unconvincing,-0.1676379785148382,8.38657040066467e-14
13,13. Circumlocutory,-0.1676877442432181,8.244618800577899e-14
24,24. Unstructured,-0.16845633817831213,6.329705055949262e-14
