Component,Target,rho,p,n
Quality & Reliability,score_mean,0.06282657636363005,0.001379100412716709,2590
Quality & Reliability,score_weighted,0.06405860639640268,0.0011068771328173034,2590
Quality & Reliability,score_median,0.06990533657015204,0.0003704823176187613,2590
Quality & Reliability,accept,0.05951348446640645,0.00244564661674115,2590
Quality & Reliability,cites,0.04011513099618128,0.041213358116266315,2590
Quality & Reliability,TNCSI,0.03515098577522687,0.07368012612031956,2590
Quality & Reliability,TNCSI_SP,0.03286719589042156,0.09446063353181539,2590
Accessibility & Understandability,score_mean,-0.049675260328432835,0.011457848290001542,2590
Accessibility & Understandability,score_weighted,-0.047732025414212585,0.015124155926151928,2590
Accessibility & Understandability,score_median,-0.05237794771159464,0.00767222307311003,2590
Accessibility & Understandability,accept,-0.031576553556659614,0.10813771498300487,2590
Accessibility & Understandability,cites,0.053778707546827835,0.006189528853895888,2590
Accessibility & Understandability,TNCSI,0.04178426208275433,0.03347092011249929,2590
Accessibility & Understandability,TNCSI_SP,0.03500268956816017,0.07490523195064915,2590
Novelty & Engagement,score_mean,0.08455226246485002,1.64233812964747e-05,2590
Novelty & Engagement,score_weighted,0.08488030854978568,1.522176497939394e-05,2590
Novelty & Engagement,score_median,0.07343138803443262,0.0001837864556179301,2590
Novelty & Engagement,accept,0.08894458727406597,5.804898042045095e-06,2590
Novelty & Engagement,cites,0.10140580556455328,2.3210683925033744e-07,2590
Novelty & Engagement,TNCSI,0.1037520201853102,1.2105878654282545e-07,2590
Novelty & Engagement,TNCSI_SP,0.11029680197521688,1.8263119840620717e-08,2590
