Item_No,Item,rho,p
19,Impactful,0.12883202114278963,1.871052270292113e-13
1,Engaging,0.12262796401738887,2.548425840672233e-12
59,Empirical,0.1112586500629253,2.1914036723673334e-10
8,Persuasive,0.10744912415272792,8.861793548102693e-10
3,Rigorous,0.10307073632090864,4.163409397661291e-09
27,Exciting,0.09345561925943201,9.99960518344432e-08
10,Insightful,0.08921136409909053,3.699048828288607e-07
11,Relevant,0.08260204511605695,2.5282052876282583e-06
32,Uncontroversial,0.08044095432111305,4.5984890885944735e-06
4,Innovative,0.07706477584810816,1.1365973642012836e-05
24,Hypothesis-driven,0.07526840662032482,1.8126809527074232e-05
54,Speculation-driven,0.07505980051226628,1.9123844831606467e-05
9,Comprehensive,0.07249506442131846,3.6526405848480015e-05
38,Unconvincing,0.07209813073657625,4.02993527541689e-05
53,Unprovocative,0.0701792997746683,6.436423559695466e-05
31,Disengaging,0.07001015793858638,6.703921299198689e-05
55,Unethical,0.06915703894781544,8.221145942996411e-05
42,Subjective,0.06886987133057039,8.801053907533577e-05
44,Unstructured,0.06871656295720376,9.126251914663873e-05
60,Circumlocutory,0.0686760695777082,9.214021714859183e-05
2,Controversial,0.0685010914327964,9.602531380490802e-05
57,Dull,0.06841059283668133,9.809484538786237e-05
35,Inaccessible,0.06824372060448335,0.0001020217100039068
45,Incoherent,0.06794145233228797,0.00010951507527582648
36,Haphazard,0.06787604754660302,0.00011120339933540956
51,Poorly-sourced,0.06714526644222846,0.00013181366819012882
28,Not well written,0.06711724243840614,0.0001326715355409221
47,Unbalanced,0.06702658985837101,0.00013548273682850959
26,Difficult to understand,0.06650212142195608,0.0001528795609551105
48,Unreliable,0.06623786734162894,0.00016242140589532055
46,Derivative,0.06602466893670722,0.0001705250374323026
41,Irrelevant,0.065906474666597,0.0001751798391030186
40,Uninsightful,0.06583684744672545,0.0001779775740999244
33,Lax,0.06517748468068074,0.0002066353432883973
43,Non-replicable,0.06489607922798633,0.00022013967783389755
34,Conventional,0.06462894876599298,0.00023372143106941602
49,Inconsequential,0.06411917496710162,0.00026184762877538273
50,Narrow,0.059535081680617045,0.0007016722507044726
37,Verbose,0.05935291327354442,0.0007287263829079721
5,Accessible,0.055093715206498875,0.0017143977555015726
39,Superficial,0.05499713015284564,0.0017468584658391498
21,Well-sourced,0.05421587618586431,0.0020309350668806327
16,Original,0.05175002491998796,0.0032281352060214885
23,Provocative,0.046796310559502875,0.007747279699746755
58,Well written,0.045920552679503325,0.008975061775409363
13,Replicable,0.043835604565244844,0.012622482636168242
22,Technical,0.04073130709752193,0.020478705231855673
30,To the point,0.04001421908012803,0.022808507352361045
52,Nontechnical,0.0393746136683374,0.025077428043293794
20,Interdisciplinary,0.03588505714837099,0.041197545316278214
18,Authoritative,0.02365231260288764,0.17850957132786313
56,Easy to understand,0.021373711298494916,0.22409206261828865
17,Balanced,0.01906936958305508,0.2780880051240181
7,Concise,0.011888256606695215,0.498951300101415
6,Methodical,0.005472833311787136,0.7556052940549212
29,Theoretical,0.000554841201047058,0.9748266908505849
14,Structured,-0.011371917095856296,0.5177794230908519
15,Coherent,-0.017402960324649917,0.32225834856174773
12,Objective,-0.038796456238403394,0.027293886927074303
25,Ethical,-0.059196467138442815,0.0007527302238490542
