Item_No,Item,rho,p
42,42. Impactful,0.31873320456403526,2.8439201151755155e-48
3,3. Well written,0.2787536910457718,7.0931539797162355e-37
40,40. Well-sourced,0.26596548569133,1.325775786412723e-33
45,45. Original,0.23292171662366695,5.995730453872434e-26
34,34. Exciting,0.2276152080655569,7.995568153141558e-25
51,51. Insightful,0.22737624310566476,8.971081559812707e-25
60,60. Engaging,0.22571979723406835,1.9853082023197653e-24
53,53. Persuasive,0.225411956998543,2.299525713209651e-24
50,50. Relevant,0.22398907209618457,4.5221910404100975e-24
43,43. Authoritative,0.21958578596580094,3.5603288941553327e-23
52,52. Comprehensive,0.20906257229495953,4.125596572271952e-21
57,57. Innovative,0.2009922187500038,1.3335004075116235e-19
37,37. Hypothesis-driven,0.184826740635938,9.11974884733904e-17
58,58. Rigorous,0.1794375783362557,7.077416598517601e-16
48,48. Replicable,0.17284620326706088,7.964970570824962e-15
47,47. Structured,0.16279616382162396,2.6685264316566246e-13
38,38. Provocative,0.1551601684587601,3.33237734144269e-12
46,46. Coherent,0.15495925436502267,3.555357192334799e-12
2,2. Empirical,0.14828949649220335,2.909507825166716e-11
55,55. Methodical,0.14420242857228524,1.0076519277635915e-10
39,39. Technical,0.1376444198644841,6.87889073930437e-10
31,31. To the point,0.11621464922121877,1.9795407840973955e-07
49,49. Objective,0.09296099915178926,3.246968311566897e-05
44,44. Balanced,0.09029286248661751,5.445102771011909e-05
59,59. Controversial,0.08893122756218323,7.051281913229063e-05
41,41. Interdisciplinary,0.08829843922487758,7.941569907158333e-05
54,54. Concise,0.08629439473904683,0.00011513783071511556
5,5. Easy to understand,0.07593641481374133,0.0006939664030900885
56,56. Accessible,0.0692679234514816,0.001979243839035787
36,36. Ethical,0.0656664066991403,0.0033663811081641576
7,7. Speculation-driven,0.04817821132890936,0.03154093952502669
6,6. Unethical,0.01994400303516836,0.3736446921487562
32,32. Theoretical,-0.002628620462018435,0.9066645640304969
35,35. Difficult to understand,-0.04049324186683335,0.07077880302984785
24,24. Verbose,-0.04959122870950175,0.02687561339463775
11,11. Narrow,-0.05018405644084352,0.025103160846209904
4,4. Dull,-0.05079095384115345,0.023394297963262166
14,14. Unbalanced,-0.08157835405905825,0.00026761888137925415
26,26. Inaccessible,-0.08515474522184462,0.00014172441854587835
16,16. Incoherent,-0.09341115170697521,2.9716784670438076e-05
29,29. Uncontroversial,-0.09349974396101574,2.9201774187349852e-05
13,13. Unreliable,-0.09668352132935541,1.542128371850899e-05
19,19. Subjective,-0.09852520191542463,1.0562718342820193e-05
25,25. Haphazard,-0.09967324665710701,8.31498539038355e-06
15,15. Derivative,-0.10213844024924512,4.930729850403726e-06
28,28. Lax,-0.11591746099950216,2.1272749268185904e-07
33,33. Not well written,-0.12038964144318572,7.067395457406153e-08
23,23. Unconvincing,-0.12665378917531203,1.4106013079963293e-08
9,9. Nontechnical,-0.13325543278468815,2.3675405799789966e-09
10,10. Poorly-sourced,-0.13347477600204108,2.227816631176817e-09
17,17. Unstructured,-0.13455344111291687,1.6494522028565529e-09
20,20. Irrelevant,-0.13887485120895107,4.829969112860267e-10
21,21. Uninsightful,-0.14200593970691694,1.9365055265740829e-10
1,1. Circumlocutory,-0.14256790450191573,1.6400097476437903e-10
22,22. Superficial,-0.14289945748683647,1.4863882304736195e-10
12,12. Inconsequential,-0.15669224280323954,2.0278814467442923e-12
30,30. Disengaging,-0.1589063516029399,9.806356410577033e-13
27,27. Conventional,-0.16145424787780815,4.196041330899958e-13
18,18. Non-replicable,-0.16731057152201645,5.659679301836341e-14
8,8. Unprovocative,-0.17813381185122318,1.150939114632194e-15
