Item_No,Item,rho,p
18,Authoritative,0.1760863550785455,2.263307854478602e-15
1,Engaging,0.171807355456305,1.0718025108305036e-14
27,Exciting,0.15566670437276905,2.6577511624231117e-12
3,Rigorous,0.14910846915234405,2.1328621112223055e-11
10,Insightful,0.14882123061525868,2.3317393148356023e-11
19,Impactful,0.13681405469172508,8.305354383850565e-10
21,Well-sourced,0.13456014159625826,1.5709707421264518e-09
59,Empirical,0.12712069165662834,1.1957762941546083e-08
11,Relevant,0.12471838534268322,2.2479720458212462e-08
8,Persuasive,0.11739091316115703,1.433859962214197e-07
58,Well written,0.10746755949225172,1.4836299095439966e-06
23,Provocative,0.10417377851592763,3.084966628350357e-06
20,Interdisciplinary,0.09368969731475121,2.7481420312424954e-05
22,Technical,0.08966913530304044,6.0029863700555565e-05
9,Comprehensive,0.08774500594071785,8.62800158040187e-05
15,Coherent,0.08228006071858938,0.00023245257095454654
16,Original,0.08170162592380398,0.00025729044765579646
4,Innovative,0.07692863509814146,0.0005801706174209855
2,Controversial,0.07495895848625389,0.000801225423051834
13,Replicable,0.06713079040653397,0.002687099204712121
42,Subjective,0.06488570557071115,0.003721621212597609
30,To the point,0.05905171718203663,0.00830179032654046
36,Haphazard,0.05469803807651867,0.014499878252933075
56,Easy to understand,0.053831209070720025,0.016135467125944915
5,Accessible,0.04623297922604952,0.03884156058709638
14,Structured,0.033515725005888126,0.13433418544694464
7,Concise,0.029200508395730032,0.19210822385309034
44,Unstructured,0.019693565349185937,0.37907793510251475
33,Lax,0.01448523678243362,0.5176694209941783
24,Hypothesis-driven,0.013817278900044557,0.5371643305351963
47,Unbalanced,0.011839766854572253,0.5969577536305364
45,Incoherent,0.0007049784007711794,0.9748833791876237
6,Methodical,-0.000630002024120173,0.9775538541774683
17,Balanced,-0.006681547082518532,0.7653978425150454
48,Unreliable,-0.007471578968318264,0.7386179683738733
31,Disengaging,-0.01088527390485732,0.6268616403749099
54,Speculation-driven,-0.01575975033595725,0.4815128521305537
41,Irrelevant,-0.021974990586663926,0.3263374745658063
25,Ethical,-0.028930332036891916,0.1962553232177361
12,Objective,-0.029174410306163863,0.1925059872061649
35,Inaccessible,-0.03321388854059979,0.1378790158331688
43,Non-replicable,-0.039673521020327035,0.07630987466097658
50,Narrow,-0.04629735724509894,0.03857037696081313
60,Circumlocutory,-0.04798659135924548,0.03200820534470325
28,Not well written,-0.04894665021374872,0.028723556237415408
32,Uncontroversial,-0.052480339301735304,0.01900774232757315
37,Verbose,-0.05367951741734927,0.016437775691656647
55,Unethical,-0.06323814484636114,0.004698128911012068
49,Inconsequential,-0.06860573288374788,0.0021583236972290867
26,Difficult to understand,-0.07065058767540765,0.0015820768438770205
52,Nontechnical,-0.07884674369777407,0.00042065664661211497
34,Conventional,-0.0791760516063487,0.0003977842670593216
29,Theoretical,-0.08558287098250127,0.00012859025750581763
38,Unconvincing,-0.09127340754835647,4.411801986533922e-05
39,Superficial,-0.09165826805772621,4.094535087862637e-05
53,Unprovocative,-0.09948131295964092,8.433616137465245e-06
46,Derivative,-0.0997499276300887,7.971183830697054e-06
51,Poorly-sourced,-0.10755032326753801,1.4561832785268306e-06
40,Uninsightful,-0.12359084203061918,3.0109303420562296e-08
57,Dull,-0.16135140509366028,4.061339323560919e-13
