Item_No,Item,rho,p
22,22. Impactful,0.2197702679383377,7.274036903549328e-23
43,43. Comprehensive,0.18144524507463677,5.722654964695719e-16
41,41. Original,0.17059855739170135,2.8776932371176936e-14
17,17. Provocative,0.1705461018207234,2.930962037487406e-14
29,29. Exciting,0.16880866185761606,5.3632694914475344e-14
60,60. Exciting,0.16868299739867904,5.601480108144601e-14
56,56. Persuasive,0.1602908717272808,9.46624984565014e-13
3,3. Well-sourced,0.15901222042339566,1.4376669040133225e-12
25,25. Engaging,0.15059487442933123,2.068345521520879e-11
33,33. Well written,0.14910975106367189,3.260934755465758e-11
34,34. Hypothesis-driven,0.1456527989501451,9.246192788940635e-11
11,11. Innovative,0.1452667087699682,1.0371798433529093e-10
37,37. Authoritative,0.1442796697584046,1.3893094415861067e-10
31,31. Relevant,0.13944287703262412,5.654478106315844e-10
1,1. Insightful,0.13371697669867563,2.8013920513514984e-09
19,19. Empirical,0.10697535604939865,2.0685884547851206e-06
16,16. Replicable,0.10287331083814027,5.028330732916448e-06
27,27. Methodical,0.09565804571552441,2.2154554173450522e-05
13,13. Circumlocutory,0.08524528323179702,0.00015781313839488637
5,5. Technical,0.07943670624135782,0.0004313303758067112
24,24. Unstructured,0.07442907486765621,0.00097519106078441
20,20. Coherent,0.07108127592300889,0.0016389849012678993
6,6. Balanced,0.07020976024243526,0.0018697704969225075
42,42. Unbalanced,0.06843301666199851,0.002435193166894349
48,48. Structured,0.06516096366251158,0.0039014003126878857
55,55. Unethical,0.06377326506364919,0.004736376434363026
14,14. Rigorous,0.06238093036099256,0.0057334122900356815
44,44. Verbose,0.06019889796031233,0.00767970374530816
53,53. Objective,0.05710256125026037,0.011455479868926408
46,46. To the point,0.05393628927927001,0.01693682272048082
39,39. Interdisciplinary,0.05232973906774001,0.020512132406124428
36,36. Accessible,0.05216991421613213,0.020901441398632908
10,10. Unreliable,0.03774183627419589,0.09483401906850478
9,9. Concise,0.036946264525865524,0.10200803881951749
51,51. Controversial,0.025454828891401434,0.25999755835689065
40,40. Easy to understand,0.021522815334515607,0.34091540307166346
30,30. Speculation-driven,0.015259140501664803,0.49957456747885765
28,28. Unconvincing,0.014166025330109005,0.5307981876908239
12,12. Subjective,0.007940386764029018,0.7253504032441449
18,18. Inaccessible,0.006434943848113547,0.7758676201887693
59,59. Theoretical,0.006187823745258067,0.7842579260116168
4,4. Disengaging,0.0025877905632474565,0.9088466170145852
23,23. Nontechnical,0.002141910146021385,0.9245006779633957
52,52. Non-replicable,-0.0062691291924126345,0.7814945961425959
32,32. Lax,-0.014124559250304584,0.5320018078835644
57,57. Incoherent,-0.01688393887489054,0.45502720277195763
58,58. Uninsightful,-0.018522495589976606,0.41245956374725
26,26. Narrow,-0.022618827410903073,0.31689092223116183
54,54. Derivative,-0.02486447423104188,0.27121665535076966
50,50. Irrelevant,-0.030991395742643927,0.17021860853545703
15,15. Dull,-0.03172093965765437,0.16037745371333675
49,49. Difficult to understand,-0.031821104037512433,0.1590605426584196
7,7. Superficial,-0.040981646825736996,0.06968705016495595
38,38. Not well written,-0.052074249142416,0.02113753244356382
45,45. Conventional,-0.053925154058939266,0.01695959066346465
35,35. Inconsequential,-0.08118037228514452,0.00032109967857405544
8,8. Ethical,-0.10346651929474004,4.431196814409276e-06
21,21. Poorly-sourced,-0.10538102681191297,2.9328977702325746e-06
2,2. Haphazard,-0.14232827006506876,2.461669994058613e-10
47,47. Unprovocative,-0.14250732721733889,2.3365484481089673e-10
