Item_No,Item,rho,p
22,22. Impactful,0.3708964144800837,2.965231708379224e-66
56,56. Persuasive,0.3470591387279901,1.0613603883210407e-57
43,43. Comprehensive,0.3357014041713412,7.056443456222467e-54
31,31. Relevant,0.33531413597765997,9.46515843978481e-54
33,33. Well written,0.32237279897961174,1.3607253519068608e-49
1,1. Insightful,0.3196486332473353,9.625201422624178e-49
37,37. Authoritative,0.31903916931938914,1.4869370317446975e-48
6,6. Balanced,0.2925493331628461,9.230897115479293e-41
20,20. Coherent,0.2911190283364892,2.308150495642059e-40
29,29. Exciting,0.2903812264667328,3.695574011522913e-40
25,25. Engaging,0.28636620219439674,4.671534076019316e-39
60,60. Exciting,0.284057022849943,1.9725304691314737e-38
3,3. Well-sourced,0.2734483147146457,1.240668550470368e-35
48,48. Structured,0.2611442686007361,1.537737245440055e-32
11,11. Innovative,0.24491390273260635,1.0516977709905138e-28
41,41. Original,0.2440104477519817,1.6877044250390715e-28
14,14. Rigorous,0.21359693298041116,4.544778059449079e-22
53,53. Objective,0.20711088037782727,8.115796943087566e-21
16,16. Replicable,0.20473805419896002,2.2750333932825748e-20
46,46. To the point,0.18697261951276284,3.4303319677493605e-17
27,27. Methodical,0.18668889729221788,3.8338729667014883e-17
9,9. Concise,0.18432271849139634,9.62671942359576e-17
19,19. Empirical,0.1543907186818235,3.868418715799579e-12
34,34. Hypothesis-driven,0.14561415437580116,6.033992715839067e-11
17,17. Provocative,0.13439190138267634,1.6012678879389026e-09
36,36. Accessible,0.11255378130749476,4.500853397234606e-07
5,5. Technical,0.11166233949843878,5.550571118220671e-07
40,40. Easy to understand,0.06562490530706609,0.0033229693967983553
8,8. Ethical,0.029013978359045605,0.19462898592131148
59,59. Theoretical,0.0051151247187895535,0.8191690869089427
39,39. Interdisciplinary,-0.02284881800440317,0.30710062594153803
55,55. Unethical,-0.0358676310090164,0.1088105533068984
30,30. Speculation-driven,-0.04312389295750538,0.053823984562072755
51,51. Controversial,-0.043698522064314946,0.05070489295405071
23,23. Nontechnical,-0.07159456383164502,0.001355717909826533
44,44. Verbose,-0.07788921360882171,0.0004895111908987945
49,49. Difficult to understand,-0.12764062661642717,1.0153932684657042e-08
12,12. Subjective,-0.1309573716333625,4.145979242631231e-09
45,45. Conventional,-0.13138861223564793,3.6840768223148218e-09
18,18. Inaccessible,-0.1383867734456271,5.135737248585547e-10
13,13. Circumlocutory,-0.14815579656241756,2.7689493790996823e-11
54,54. Derivative,-0.18019195841526225,4.664090664720827e-16
57,57. Incoherent,-0.1894472595080299,1.2906020218676198e-17
24,24. Unstructured,-0.21126893793119805,1.2929388134403961e-21
2,2. Haphazard,-0.21815584588775971,5.659826253839306e-23
38,38. Not well written,-0.22224633261318766,8.384551924431352e-24
10,10. Unreliable,-0.2279677427080196,5.437790104341026e-25
32,32. Lax,-0.22942081620286758,2.6819344183756517e-25
42,42. Unbalanced,-0.23139069756722905,1.0206765335163016e-25
52,52. Non-replicable,-0.2317408466051125,8.588151752863374e-26
26,26. Narrow,-0.23240697724744852,6.178700534036302e-26
21,21. Poorly-sourced,-0.24372072512098178,1.9633055279590364e-28
28,28. Unconvincing,-0.24997826528263986,7.158481629674513e-30
47,47. Unprovocative,-0.2547805194793018,5.290087445313034e-31
50,50. Irrelevant,-0.25752431616165394,1.1646421716968261e-31
4,4. Disengaging,-0.2594145380162884,4.062330270502296e-32
7,7. Superficial,-0.2609104855212006,1.754239261086768e-32
58,58. Uninsightful,-0.27046136451859826,7.236403819018538e-35
15,15. Dull,-0.2748280898519909,5.4527213111050095e-36
35,35. Inconsequential,-0.32622728147394076,8.251091067349584e-51
