Item_No,Item,rho,p
1,1. Insightful,0.2370932799606967,6.092291065859436e-27
22,22. Impactful,0.19724085864465574,5.547895551419131e-19
17,17. Provocative,0.1874160510515374,2.9346881306739005e-17
11,11. Innovative,0.17234785695137333,8.559411175753897e-15
60,60. Exciting,0.17212656032959825,9.269410993359593e-15
3,3. Well-sourced,0.1713559523750974,1.2223880843208061e-14
29,29. Exciting,0.16668518643926045,6.362764003574844e-14
56,56. Persuasive,0.15873583158880275,9.47200517565469e-13
34,34. Hypothesis-driven,0.15809168506875598,1.1719817443225576e-12
41,41. Original,0.1572163108119155,1.563094347904067e-12
5,5. Technical,0.13870849882629352,4.726379117084665e-10
33,33. Well written,0.12838871787634792,8.38418925513541e-09
50,50. Irrelevant,0.1273915318126863,1.0942342115890884e-08
59,59. Theoretical,0.12570574982360966,1.7084897755383943e-08
44,44. Verbose,0.12541657402891765,1.8431138681120457e-08
25,25. Engaging,0.1250247021737367,2.0420753474339118e-08
58,58. Uninsightful,0.12455635252282167,2.3072860283267835e-08
46,46. To the point,0.12415145573167344,2.563244799457195e-08
31,31. Relevant,0.12397228773906442,2.6851042522320683e-08
32,32. Lax,0.12343436970335825,3.085676625616438e-08
15,15. Dull,0.12266319756311136,3.762528179280557e-08
35,35. Inconsequential,0.12150845622221194,5.052038519230877e-08
52,52. Non-replicable,0.12128328486664881,5.349173335089709e-08
24,24. Unstructured,0.11974171442937488,7.888775368238361e-08
38,38. Not well written,0.11950377378798473,8.372698495153283e-08
16,16. Replicable,0.11880671086337433,9.961510894589198e-08
57,57. Incoherent,0.11838947614822747,1.1048112188238625e-07
47,47. Unprovocative,0.11770603164933328,1.308001494768916e-07
40,40. Easy to understand,0.11662578321936974,1.7047522739906798e-07
18,18. Inaccessible,0.1163985877079371,1.80189168814868e-07
42,42. Unbalanced,0.1155294359176692,2.225268986452284e-07
30,30. Speculation-driven,0.11526588077564351,2.3716148911573584e-07
26,26. Narrow,0.11451159092066182,2.8436439820639324e-07
37,37. Authoritative,0.11359752411728764,3.53783488688103e-07
51,51. Controversial,0.1128632097822012,4.2112994780135826e-07
13,13. Circumlocutory,0.11199407592831472,5.168693725508707e-07
28,28. Unconvincing,0.11093868402432544,6.614926945495699e-07
19,19. Empirical,0.10897782538098254,1.0399622024551626e-06
10,10. Unreliable,0.1086375617860498,1.1240198295101097e-06
39,39. Interdisciplinary,0.10794948842438574,1.31440165337008e-06
49,49. Difficult to understand,0.10794884565544387,1.314593208776885e-06
55,55. Unethical,0.10547017303057209,2.2918122072586747e-06
2,2. Haphazard,0.10411610875562928,3.0888636459348626e-06
7,7. Superficial,0.10128863979905113,5.6932073781742265e-06
4,4. Disengaging,0.10014191986737733,7.262638082999039e-06
43,43. Comprehensive,0.0991763607914422,8.897137276527544e-06
21,21. Poorly-sourced,0.09912259356042845,8.99778715170878e-06
53,53. Objective,0.0886517117501837,7.218366202671677e-05
36,36. Accessible,0.08781432045898083,8.44756434184866e-05
54,54. Derivative,0.08744079312257322,9.057384290031942e-05
23,23. Nontechnical,0.08038093376906617,0.00032138934066890476
48,48. Structured,0.07623171831384817,0.0006468564194169913
8,8. Ethical,0.07572902993560555,0.0007024855371093925
20,20. Coherent,0.07483876234802028,0.0008120392308720165
12,12. Subjective,0.07346145277502564,0.0010131052376062717
45,45. Conventional,0.06469052255731077,0.0038091758901058525
9,9. Concise,0.06258376620416924,0.005124126353480662
6,6. Balanced,0.06169152297124853,0.005795335556975135
27,27. Methodical,0.05081829536317397,0.023077937352260856
14,14. Rigorous,0.028429619789373372,0.20388696999937886
