Item_No,Item,rho,p
1,1. Circumlocutory,0.05021957848755465,0.0057088936577435025
2,2. Empirical,0.04510277972196719,0.01306029143516708
4,4. Dull,0.04135091689917963,0.022878253099773947
12,12. Inconsequential,0.04121555848183278,0.023328795251596025
35,35. Difficult to understand,0.03997810099800477,0.027817064017261254
7,7. Speculation-driven,0.03953362718949745,0.029601682555863644
13,13. Unreliable,0.03937320786196678,0.030269528141872944
8,8. Unprovocative,0.039086144012239435,0.03149693133722186
30,30. Disengaging,0.03835207550177675,0.03483124551477049
22,22. Superficial,0.03730745313767462,0.040092549825048354
14,14. Unbalanced,0.03580998906869533,0.04879894719238216
23,23. Unconvincing,0.03349103425451502,0.06537632800840563
27,27. Conventional,0.033127566599189334,0.0683538431000408
9,9. Nontechnical,0.033094189503307406,0.06863276562452067
19,19. Subjective,0.03198004544651148,0.07849297900596475
21,21. Uninsightful,0.03182691137833774,0.07993413206420788
26,26. Inaccessible,0.030047984214961916,0.09830054761877008
25,25. Haphazard,0.029942569423444414,0.09948679004382573
24,24. Verbose,0.029324920176229057,0.10666830322008918
28,28. Lax,0.029242808178836562,0.10765320913017677
29,29. Uncontroversial,0.02861836660798269,0.11538051508806871
18,18. Non-replicable,0.027921018109382256,0.12451818026809577
15,15. Derivative,0.0264054303923963,0.1463148510071734
38,38. Provocative,0.026345206330237195,0.14723772888270495
17,17. Unstructured,0.02600583629953316,0.15252161578990847
34,34. Exciting,0.025388666589064544,0.1624986315494519
5,5. Easy to understand,0.023962191315783688,0.18743044440767093
33,33. Not well written,0.02110390029761615,0.24566641002201411
16,16. Incoherent,0.020938340799671783,0.24939086086466128
11,11. Narrow,0.019872023255275352,0.2743237549174717
6,6. Unethical,0.015084093671961703,0.4066852798133461
20,20. Irrelevant,0.010022294798030552,0.5814378972085894
45,45. Original,0.007445980188057065,0.6821225563580136
59,59. Controversial,0.005989601985853334,0.7418093149069028
37,37. Hypothesis-driven,0.0018933648378923215,0.9170552594384288
57,57. Innovative,0.0012992865571879034,0.9430263287860542
42,42. Impactful,0.0006004466902209824,0.9736528169779617
39,39. Technical,-0.0010108553755267683,0.9556591461704719
48,48. Replicable,-0.001191057544359065,0.9477650765360859
52,52. Comprehensive,-0.0032682481073657964,0.8573339354437557
10,10. Poorly-sourced,-0.006005336549767709,0.741155321549228
50,50. Relevant,-0.007567835171370398,0.6772114944992625
41,41. Interdisciplinary,-0.008430048328180846,0.6428632584628093
46,46. Coherent,-0.010517270256784594,0.5629173705098456
54,54. Concise,-0.012484615011087202,0.4922482634825689
31,31. To the point,-0.01372353546345738,0.45031355887940827
44,44. Balanced,-0.027198116775000225,0.1345763183209114
49,49. Objective,-0.029086126104574707,0.10955251703059418
58,58. Rigorous,-0.02964680903194854,0.10287602209787637
53,53. Persuasive,-0.03171721560023878,0.08097963986782286
47,47. Structured,-0.0321754721591375,0.07668457968488937
56,56. Accessible,-0.03358616535041155,0.06461491852723643
43,43. Authoritative,-0.03660226123618282,0.04401314827646794
51,51. Insightful,-0.03772796060477945,0.03789872508928654
55,55. Methodical,-0.04000194847140805,0.027723991961031418
3,3. Well written,-0.043714687442386255,0.01614343666684499
60,60. Engaging,-0.045782225863292086,0.011750440649664616
32,32. Theoretical,-0.048423169704839356,0.007697508676237167
36,36. Ethical,-0.05345545173938462,0.00325682516520202
40,40. Well-sourced,-0.05389880115142669,0.0030088171579566282
