Component,Target,rho,p,n
Quality & Reliability,score_mean,0.02031095445134595,0.3010093001875683,2595
Quality & Reliability,score_weighted,0.01926115310857178,0.3266897070108833,2595
Quality & Reliability,score_median,0.021910961341602076,0.26452249455053994,2595
Quality & Reliability,accept,0.021538624881841457,0.2727285017916376,2595
Quality & Reliability,cites,-0.019466081947939442,0.321568108461446,2595
Quality & Reliability,TNCSI,-0.017681531135262746,0.3679319938964529,2595
Quality & Reliability,TNCSI_SP,-0.0011193667277301744,0.9545496842412756,2595
Accessibility & Understandability,score_mean,-0.004428219542117151,0.8216128957827111,2595
Accessibility & Understandability,score_weighted,-0.005091547403823829,0.7954454739382322,2595
Accessibility & Understandability,score_median,0.0016240593414522527,0.9340967382398615,2595
Accessibility & Understandability,accept,0.0199740379754872,0.3091003695939917,2595
Accessibility & Understandability,cites,-0.005764251908605053,0.7691411147269341,2595
Accessibility & Understandability,TNCSI,-0.007722580313660582,0.694161882614715,2595
Accessibility & Understandability,TNCSI_SP,-0.004721431778012687,0.8100197223409193,2595
Novelty & Engagement,score_mean,0.04034831958564851,0.03985620537825868,2595
Novelty & Engagement,score_weighted,0.039132585508888054,0.04623280589875881,2595
Novelty & Engagement,score_median,0.03868980554808978,0.04875921449876273,2595
Novelty & Engagement,accept,0.014484424050058906,0.4607962782800754,2595
Novelty & Engagement,cites,0.03887682569238606,0.04767832740490056,2595
Novelty & Engagement,TNCSI,0.02205067676255526,0.2614876198447248,2595
Novelty & Engagement,TNCSI_SP,0.02751688367720033,0.16111497703784608,2595
