Item_No,Item,rho,p
33,33. Well written,0.19216057216295385,1.417162707475899e-26
25,25. Engaging,0.17762453261715264,6.952763104762562e-23
22,22. Impactful,0.17572290185972114,2.0067106324031055e-22
20,20. Coherent,0.17486286267183937,3.228317446218665e-22
46,46. To the point,0.16955247260642506,5.7626812452606244e-21
29,29. Exciting,0.16730606159382214,1.8968830081167997e-20
37,37. Authoritative,0.16536912623831249,5.229256650154297e-20
56,56. Persuasive,0.16503190955511793,6.231187080796145e-20
60,60. Exciting,0.161187378141802,4.479072504165931e-19
31,31. Relevant,0.16117725463208143,4.502111969010995e-19
9,9. Concise,0.15108396221085907,6.361496340142823e-17
6,6. Balanced,0.14827825981283643,2.3769893020620833e-16
1,1. Insightful,0.14750553589331664,3.40231200068116e-16
48,48. Structured,0.14421402582865428,1.5344131554498872e-15
36,36. Accessible,0.13842022960346065,2.000492425021138e-14
16,16. Replicable,0.135794308777315,6.185814126791116e-14
43,43. Comprehensive,0.12898297573120032,1.0451422286700538e-12
3,3. Well-sourced,0.12566872704300655,3.9243589314489475e-12
40,40. Easy to understand,0.12253775165720099,1.327179125612194e-11
41,41. Original,0.12117256401024658,2.2362186515033888e-11
17,17. Provocative,0.11886810040267494,5.324744000938179e-11
11,11. Innovative,0.11592320019293721,1.5754655390117562e-10
53,53. Objective,0.10449813400184951,8.231021739243693e-09
19,19. Empirical,0.09824758221552742,6.054860962549964e-08
14,14. Rigorous,0.09222578742966717,3.70201770534676e-07
27,27. Methodical,0.07885020158629777,1.3998554838432321e-05
34,34. Hypothesis-driven,0.05720200427964927,0.001638589664044052
51,51. Controversial,0.05393829710529329,0.002987580670770515
39,39. Interdisciplinary,0.02077448326162378,0.2531156855722281
8,8. Ethical,0.009179401361649974,0.613615420938468
5,5. Technical,0.0089679768390544,0.6218081099863103
23,23. Nontechnical,-0.009569071757578278,0.598641926980525
55,55. Unethical,-0.029500152772481896,0.10459032286519186
30,30. Speculation-driven,-0.029704935532201313,0.10220277918003354
45,45. Conventional,-0.033865454173403,0.06242170829960274
26,26. Narrow,-0.043315667163401274,0.01714062421906488
59,59. Theoretical,-0.04665889290707331,0.010233150962520764
54,54. Derivative,-0.06273529546697751,0.0005520731390811953
12,12. Subjective,-0.06588801023598873,0.0002855337429075753
50,50. Irrelevant,-0.07819024036630988,1.6517414934251046e-05
2,2. Haphazard,-0.08343843223622925,4.275669920186747e-06
47,47. Unprovocative,-0.08624988975688504,2.004253742018347e-06
10,10. Unreliable,-0.0908789967464954,5.467782109295532e-07
35,35. Inconsequential,-0.09850407557613663,5.5918340072484276e-08
21,21. Poorly-sourced,-0.1002345792256302,3.252301828822036e-08
52,52. Non-replicable,-0.10186862168506292,1.933410325995029e-08
42,42. Unbalanced,-0.10397696067958667,9.765341548270028e-09
24,24. Unstructured,-0.10519191155267202,6.547522281506229e-09
57,57. Incoherent,-0.10659435580267454,4.104332364555128e-09
32,32. Lax,-0.10709240493138102,3.4720199077508285e-09
38,38. Not well written,-0.11170180677018882,7.119766324834577e-10
7,7. Superficial,-0.11242516009175835,5.519628702103201e-10
58,58. Uninsightful,-0.11662601926667106,1.219081130864618e-10
44,44. Verbose,-0.11881511273411667,5.430981309824586e-11
28,28. Unconvincing,-0.12151507318885574,1.9629217438827436e-11
49,49. Difficult to understand,-0.1281835858929658,1.4425451292152033e-12
18,18. Inaccessible,-0.12986542770747048,7.305858816631375e-13
13,13. Circumlocutory,-0.13304836697467423,1.9677813826329806e-13
15,15. Dull,-0.15524101097043777,8.614650460628664e-18
4,4. Disengaging,-0.16026539399721604,7.137193549081697e-19
