Component,Target,rho,p,n
Quality & Reliability,score_mean,0.1318378629741476,1.5602405951278735e-11,2595
Quality & Reliability,score_weighted,0.1306627979040776,2.363994707684808e-11,2595
Quality & Reliability,score_median,0.1358589396578401,3.660134207581572e-12,2595
Quality & Reliability,accept,0.12210709772354697,4.357755943978516e-10,2595
Quality & Reliability,cites,0.08639775650388136,1.0465613133198608e-05,2595
Quality & Reliability,TNCSI,0.08001282570958515,4.493422410241875e-05,2595
Quality & Reliability,TNCSI_SP,0.08863214651923172,6.133090250175519e-06,2595
Accessibility & Understandability,score_mean,-0.03680816522635894,0.06082273889925197,2595
Accessibility & Understandability,score_weighted,-0.03522379577808939,0.0728079698594225,2595
Accessibility & Understandability,score_median,-0.04077913064532376,0.03778322839964054,2595
Accessibility & Understandability,accept,-0.022027195449835262,0.2619959881918873,2595
Accessibility & Understandability,cites,0.13165668470808006,1.6638720910679113e-11,2595
Accessibility & Understandability,TNCSI,0.10184749848182456,2.0009152141052063e-07,2595
Accessibility & Understandability,TNCSI_SP,0.10281938269992685,1.5281923817265901e-07,2595
Novelty & Engagement,score_mean,0.18068770258659678,1.7521251182575344e-20,2595
Novelty & Engagement,score_weighted,0.17953781072075714,3.0713368635299137e-20,2595
Novelty & Engagement,score_median,0.17035456544408167,2.376589602777192e-18,2595
Novelty & Engagement,accept,0.16977671068160982,3.09996637070801e-18,2595
Novelty & Engagement,cites,0.1746626374633539,3.182623212778095e-19,2595
Novelty & Engagement,TNCSI,0.17012594001456288,2.640348444083608e-18,2595
Novelty & Engagement,TNCSI_SP,0.17865820965225887,4.706465807763619e-20,2595
