Component,Target,rho,p,n
Quality & Reliability,score_mean,0.1441278939485872,1.482694462681013e-09,1744
Quality & Reliability,score_weighted,0.14272431597766516,2.140867415145978e-09,1744
Quality & Reliability,score_median,0.14297996303808683,2.0028433456431954e-09,1744
Quality & Reliability,accept,0.1403494957278041,3.953659646465678e-09,1744
Quality & Reliability,cites,0.12519114309012752,1.562535033483808e-07,1744
Quality & Reliability,TNCSI,0.12495898301235842,1.647792169881541e-07,1744
Quality & Reliability,TNCSI_SP,0.13503053675183196,1.5054443650830106e-08,1744
Accessibility & Understandability,score_mean,-0.015358419624530344,0.5215458292329948,1744
Accessibility & Understandability,score_weighted,-0.01248228472020159,0.6024210654591043,1744
Accessibility & Understandability,score_median,-0.024708835685549574,0.3024053693553235,1744
Accessibility & Understandability,accept,0.01417016544880818,0.5542732810598753,1744
Accessibility & Understandability,cites,0.14595187933889497,9.14976624480731e-10,1744
Accessibility & Understandability,TNCSI,0.10215690090501622,1.9171715368123232e-05,1744
Accessibility & Understandability,TNCSI_SP,0.09560163299841708,6.368042154775487e-05,1744
Novelty & Engagement,score_mean,0.21323988613701955,2.2061628880425847e-19,1744
Novelty & Engagement,score_weighted,0.2110517185879302,5.197025283718156e-19,1744
Novelty & Engagement,score_median,0.2117468995147186,3.962582112792049e-19,1744
Novelty & Engagement,accept,0.18030693299126369,3.281558145911056e-14,1744
Novelty & Engagement,cites,0.2551939874357425,2.4988150251792288e-27,1744
Novelty & Engagement,TNCSI,0.22771092004898338,6.005330118196648e-22,1744
Novelty & Engagement,TNCSI_SP,0.200831163811876,2.5103477849883406e-17,1744
