Item_No,Item,rho,p
60,60. Exciting,0.14030317763938746,3.6060246260764503e-10
29,29. Exciting,0.13107023153989877,4.803401664452423e-09
22,22. Impactful,0.10580520308891873,2.3781167468277677e-06
17,17. Provocative,0.10169448214425207,5.787163155391256e-06
31,31. Relevant,0.09663641346389726,1.6517149383769177e-05
25,25. Engaging,0.09607827265059227,1.848687686172367e-05
11,11. Innovative,0.07962840140984452,0.00039018428605274043
41,41. Original,0.07885271332587385,0.000444785140467462
43,43. Comprehensive,0.07741842103774356,0.0005649580553632162
19,19. Empirical,0.07109110210545391,0.001548900264337615
56,56. Persuasive,0.07025624589678588,0.001759420105988876
3,3. Well-sourced,0.06426826658478899,0.004224279176832301
34,34. Hypothesis-driven,0.062435405368737776,0.005450011932122629
1,1. Insightful,0.06083020620102633,0.006777746702460623
33,33. Well written,0.05660000509492877,0.011769862604006654
16,16. Replicable,0.05146589303242954,0.02201208781897907
37,37. Authoritative,0.049002258769944775,0.02922813627138686
55,55. Unethical,0.040620787439604226,0.07074429660675215
48,48. Structured,0.038456702794973166,0.08712405230229756
39,39. Interdisciplinary,0.03823258081559446,0.08898244000235467
5,5. Technical,0.028643845331069447,0.20265378861436084
20,20. Coherent,0.028641405864747282,0.20269225921906867
6,6. Balanced,0.02250220102999866,0.31693359782811736
27,27. Methodical,0.019837367187115377,0.377648929163523
14,14. Rigorous,0.01915509125819165,0.39427645037622105
4,4. Disengaging,0.016974381894060482,0.45031515550016477
46,46. To the point,0.01632660298546951,0.4677912083152769
51,51. Controversial,0.015981231352060546,0.47726010800975704
40,40. Easy to understand,0.015956745197596597,0.47793538989338324
36,36. Accessible,0.00917372553952988,0.6833061102349434
13,13. Circumlocutory,0.00307715930013484,0.8911582131908977
53,53. Objective,-0.002451581531432474,0.9131868125579825
30,30. Speculation-driven,-0.006580166573227901,0.7698147695074528
12,12. Subjective,-0.00762094821253363,0.7346838881760102
9,9. Concise,-0.010269130262903667,0.6479075887354897
38,38. Not well written,-0.025257016326328586,0.2612949261759344
23,23. Nontechnical,-0.027970935455377835,0.21346810532643026
45,45. Conventional,-0.03016831674375414,0.17964040882017124
54,54. Derivative,-0.030704966588500728,0.17201934043832365
8,8. Ethical,-0.030984293572897528,0.16814949511445557
10,10. Unreliable,-0.03189026493284897,0.15604721167489802
44,44. Verbose,-0.03192439563710822,0.1556045404474049
50,50. Irrelevant,-0.03268506994786763,0.14598407468783503
42,42. Unbalanced,-0.033828699442268045,0.13238522921321633
26,26. Narrow,-0.0340527500935622,0.12983974732747333
7,7. Superficial,-0.04023259696423174,0.07348097537237291
18,18. Inaccessible,-0.04317975598625096,0.05472408343009083
24,24. Unstructured,-0.04583336435197463,0.04142610918097449
35,35. Inconsequential,-0.04597961467929436,0.040780616159367865
15,15. Dull,-0.0469085818399032,0.03687630141011823
28,28. Unconvincing,-0.047550889112815395,0.034366787964469105
57,57. Incoherent,-0.047964015256638536,0.03283095701905113
21,21. Poorly-sourced,-0.05312740535909987,0.01806919532783885
49,49. Difficult to understand,-0.05659989891534066,0.011770020817023179
32,32. Lax,-0.05881888399089213,0.008847559380820715
52,52. Non-replicable,-0.06037020457563039,0.007208419166319109
58,58. Uninsightful,-0.060682083507356245,0.006913833681998313
59,59. Theoretical,-0.0671904437885135,0.002778118737950775
2,2. Haphazard,-0.0953119277883635,2.155827583760223e-05
47,47. Unprovocative,-0.10960399502066441,1.0149138972600005e-06
