Item_No,Item,rho,p
34,34. Exciting,0.12085004501075311,5.924048983899789e-08
45,45. Original,0.11666856663982281,1.6751206675995634e-07
42,42. Impactful,0.10336219384010306,3.6211680793413603e-06
57,57. Innovative,0.08512359883955811,0.00013819180100088047
37,37. Hypothesis-driven,0.0805829517016561,0.0003092880934301325
60,60. Engaging,0.0777297741659845,0.0005027764537126478
2,2. Empirical,0.07682105115178144,0.0005849983714118307
38,38. Provocative,0.07564977613164257,0.0007094565849997794
28,28. Lax,0.06623062672520509,0.003043341725224878
3,3. Well written,0.0648935106834011,0.0036916759565820845
17,17. Unstructured,0.06421572973286982,0.004066136346559348
52,52. Comprehensive,0.05857040556757896,0.008794011030449989
59,59. Controversial,0.058462193200104456,0.00891984493389488
13,13. Unreliable,0.055990985449134785,0.012266196529070631
29,29. Uncontroversial,0.0552454237514025,0.013473844822959343
20,20. Irrelevant,0.05429147216051604,0.015171400026536889
23,23. Unconvincing,0.05421064062201908,0.015323537209479517
7,7. Speculation-driven,0.050990671654829595,0.022582197263841863
6,6. Unethical,0.05079004415944186,0.02312000272322667
15,15. Derivative,0.05033727537793623,0.02437469883142035
12,12. Inconsequential,0.0492376878153707,0.02766988080193929
18,18. Non-replicable,0.04905929298358344,0.028239167737241885
22,22. Superficial,0.04867469979960171,0.02950086067332835
26,26. Inaccessible,0.047742931870740565,0.03276007297479147
30,30. Disengaging,0.047244052024352785,0.03462841997505636
4,4. Dull,0.04525275139208705,0.04301791930024076
41,41. Interdisciplinary,0.044811479906601406,0.045093204413584324
19,19. Subjective,0.04218840660081297,0.05924333401162343
25,25. Haphazard,0.04144685931275727,0.0638540706588948
21,21. Uninsightful,0.04069366601694133,0.06883640630329374
1,1. Circumlocutory,0.03998826872056003,0.07378781352180733
16,16. Incoherent,0.03960354494630346,0.07660864540191403
35,35. Difficult to understand,0.039234570511236896,0.07939593587207093
9,9. Nontechnical,0.03807935464449374,0.08865918405890451
8,8. Unprovocative,0.035879063582398306,0.10869778326063627
39,39. Technical,0.0349294656212849,0.11838387514592161
14,14. Unbalanced,0.03117896112226256,0.16336814383241746
24,24. Verbose,0.029333021083416143,0.18976500312997174
11,11. Narrow,0.02279224055213181,0.30830026339133804
32,32. Theoretical,0.022395937184154075,0.31678999605341357
10,10. Poorly-sourced,0.01787376099927835,0.4243466726743427
56,56. Accessible,0.013879810580062723,0.535016972401891
31,31. To the point,0.01044927075320491,0.6404811377977873
58,58. Rigorous,0.008207859704924735,0.7137358764216364
43,43. Authoritative,0.007758119847606443,0.728785171666932
54,54. Concise,0.0037692897882905477,0.8662190673694207
53,53. Persuasive,0.0006282774105257904,0.9775984596789369
48,48. Replicable,-0.0011876745367755816,0.957667184548467
55,55. Methodical,-0.009126201698498215,0.6833548145806767
51,51. Insightful,-0.014623645496649768,0.5133596232652275
46,46. Coherent,-0.023543722810664133,0.2926184058856359
47,47. Structured,-0.02817026245311638,0.2079311197481461
36,36. Ethical,-0.03290854363823936,0.14123888001874235
49,49. Objective,-0.03893801503876552,0.08169540868868332
50,50. Relevant,-0.03981291921226575,0.07506278850958949
40,40. Well-sourced,-0.042234792177621334,0.05896434235051093
27,27. Conventional,-0.04334849854811666,0.05258627714236654
44,44. Balanced,-0.04497444531060046,0.0443171658161598
33,33. Not well written,-0.048271033703002564,0.03087694048657211
5,5. Easy to understand,-0.06576565475946282,0.0032559843858746195
