Item_No,Item,rho,p
19,Impactful,0.34503646257767645,3.6868211073495317e-91
18,Authoritative,0.3320794033766028,3.5037414982252006e-84
11,Relevant,0.30624742143833344,3.0145774096063636e-71
8,Persuasive,0.2941888756317784,1.2212502510369334e-65
10,Insightful,0.2596152786852586,5.164872376889468e-51
15,Coherent,0.2507628671894116,1.3272878158402377e-47
21,Well-sourced,0.23621318315868683,2.7536990393100225e-42
12,Objective,0.23366082063291876,2.169040511873344e-41
9,Comprehensive,0.23343146909190648,2.607867416588911e-41
14,Structured,0.22647477468197497,6.342986336603842e-39
27,Exciting,0.2250302181314296,1.9400523119709025e-38
58,Well written,0.22012514678557987,8.148699865524582e-37
13,Replicable,0.21649900507602401,1.219189701301577e-35
4,Innovative,0.2074965090076349,8.163158747626887e-33
17,Balanced,0.20686256951249096,1.2763460247950894e-32
3,Rigorous,0.20582267155430056,2.64849325600198e-32
59,Empirical,0.18933585539707595,1.665361686988442e-27
16,Original,0.18790308568103356,4.153769977846565e-27
1,Engaging,0.16134940713582602,2.5361598725214865e-20
6,Methodical,0.15444685787082302,9.843270135953443e-19
22,Technical,0.15261384776161896,2.5300228871235767e-18
24,Hypothesis-driven,0.13223389582348138,4.2311118043804764e-14
30,To the point,0.09423279215490837,7.820345157299562e-08
23,Provocative,0.08727605780757286,6.588603643530298e-07
25,Ethical,0.06572433035365832,0.00018258762746495505
2,Controversial,0.06464870549102815,0.00023269062179329946
5,Accessible,0.0634504964147101,0.0003035647085717642
7,Concise,0.061305241056727994,0.00048324623901936306
20,Interdisciplinary,0.052987136691208754,0.0025643906726976725
29,Theoretical,0.03545380315869907,0.04369693809014056
56,Easy to understand,0.02993268558843977,0.08861802548992274
55,Unethical,0.019657952991784865,0.2635207797329478
32,Uncontroversial,-0.015910801980234805,0.3654934705329498
26,Difficult to understand,-0.017540126167164837,0.31845858391174414
53,Unprovocative,-0.021240157443856038,0.22700086080387272
37,Verbose,-0.022883252909304753,0.193052474437535
54,Speculation-driven,-0.04585114116707045,0.00907943084820844
52,Nontechnical,-0.047692382399271434,0.006648876647965641
51,Poorly-sourced,-0.05317726504758799,0.0024742394153408754
35,Inaccessible,-0.05421038932963022,0.0020330720326064
42,Subjective,-0.05603555586210068,0.001425697234945522
60,Circumlocutory,-0.06353281108634101,0.0002981126391652077
41,Irrelevant,-0.08240140217531146,2.6742688826665103e-06
28,Not well written,-0.0936444918873949,9.42141377667104e-08
47,Unbalanced,-0.1150012594374647,5.3016168070082386e-11
36,Haphazard,-0.11701015771324728,2.4283959787674353e-11
44,Unstructured,-0.11744449896335417,2.0475950348572845e-11
45,Incoherent,-0.1211159154235647,4.723427699747705e-12
33,Lax,-0.1532449295565421,1.8303636006168723e-18
46,Derivative,-0.16385042188515966,6.468252227537685e-21
43,Non-replicable,-0.1692699235426535,3.1085137413677977e-22
34,Conventional,-0.17468559951710452,1.3512214554721933e-23
31,Disengaging,-0.17669719719381502,4.1067483064777695e-24
57,Dull,-0.2021576486395008,3.3626006119221133e-31
48,Unreliable,-0.20291970649335309,1.990404773152004e-31
50,Narrow,-0.22328446782042477,7.413583395252683e-38
39,Superficial,-0.24504812016471453,1.7932452779812704e-45
40,Uninsightful,-0.25337236319598927,1.3541921835402175e-48
38,Unconvincing,-0.2551118926665137,2.913698288137809e-49
49,Inconsequential,-0.2902375029693066,7.350241560566573e-64
