Item_No,Item,rho,p
60,60. Exciting,0.08454882566804114,3.503501558593452e-06
29,29. Exciting,0.07831256131640081,1.7422440191628882e-05
17,17. Provocative,0.05872626793109803,0.0012860238808891163
19,19. Empirical,0.05688131324976661,0.0018221718519767932
22,22. Impactful,0.05597540972036896,0.0021546093801407874
31,31. Relevant,0.054893576656058776,0.0026239996709302212
25,25. Engaging,0.05019385691805353,0.005946162179254851
48,48. Structured,0.04126537235492145,0.02376097829163831
33,33. Well written,0.04066926774678645,0.025861597741150745
34,34. Hypothesis-driven,0.0389961859188112,0.03263512067654966
41,41. Original,0.03893656937437988,0.032902178339285854
3,3. Well-sourced,0.03494509317026325,0.05556309427620614
55,55. Unethical,0.03436241989690907,0.059767301704499294
20,20. Coherent,0.03428368105741233,0.06035515473966485
43,43. Comprehensive,0.032836392911636564,0.07204106653073547
1,1. Insightful,0.027610695577108962,0.13041627386724355
16,16. Replicable,0.0274381675414516,0.13283696720405141
11,11. Innovative,0.02710779280133437,0.13756923226131382
56,56. Persuasive,0.025165186747125295,0.168062089420484
51,51. Controversial,0.024437311239429726,0.18070906640852483
14,14. Rigorous,0.019996857446347955,0.2733890676188146
37,37. Authoritative,0.012664769522388535,0.48790297890744594
46,46. To the point,0.011726776730048483,0.5206975171080018
12,12. Subjective,0.00918271146111264,0.6150159406519123
5,5. Technical,0.008878833195625154,0.6267666848757423
40,40. Easy to understand,0.007007624316959174,0.7011295645707165
9,9. Concise,0.005755590608993414,0.7525923268805463
30,30. Speculation-driven,0.003937569159726554,0.8292587001717893
4,4. Disengaging,0.002516957745165464,0.8903604026244513
36,36. Accessible,-0.002014155118780055,0.912162941360282
27,27. Methodical,-0.0035521114258444397,0.8457518596716525
39,39. Interdisciplinary,-0.006161051021545335,0.7357929652807444
6,6. Balanced,-0.007846171287864299,0.6673969299209734
13,13. Circumlocutory,-0.008453480315920456,0.6433744920681708
53,53. Objective,-0.013231643341274007,0.4686371483526911
38,38. Not well written,-0.01521586176101568,0.40462714362096575
45,45. Conventional,-0.015394820134619158,0.39912290319554544
50,50. Irrelevant,-0.018881637346622984,0.3010445998862338
42,42. Unbalanced,-0.019759328852411908,0.27912880429512843
7,7. Superficial,-0.02376065664370456,0.19308734847557443
54,54. Derivative,-0.02687069503602039,0.14104472519731995
10,10. Unreliable,-0.027865920362895816,0.12689819866831384
24,24. Unstructured,-0.028927147932266657,0.11305617690680489
35,35. Inconsequential,-0.03035524135576556,0.09633852696569643
57,57. Incoherent,-0.0326810383380318,0.07339874983755935
21,21. Poorly-sourced,-0.03282219162173093,0.07216431530222549
26,26. Narrow,-0.034819503930325735,0.056447817616685596
28,28. Unconvincing,-0.03547402779405737,0.05196274477334357
8,8. Ethical,-0.04086225772405969,0.02516459841231353
18,18. Inaccessible,-0.0413728217959488,0.02339850385052889
32,32. Lax,-0.04207096437025345,0.02115816472652156
44,44. Verbose,-0.04442087601970585,0.014931745966821963
23,23. Nontechnical,-0.04511535456249272,0.013431346679814691
52,52. Non-replicable,-0.052537801013838634,0.0039847981658013175
49,49. Difficult to understand,-0.05254278971208734,0.003981339791128555
58,58. Uninsightful,-0.058449089604950974,0.0013559799375836555
59,59. Theoretical,-0.060166487241279445,0.0009731799147036722
15,15. Dull,-0.060913725629262984,0.0008401850644032536
2,2. Haphazard,-0.06947132498903194,0.00013931176175112855
47,47. Unprovocative,-0.07660006606812064,2.6528990119751498e-05
