No,Item,Mean,SD,Quality & Reliability,Accessibility & Understandability,Novelty & Engagement
1,1. Insightful,80.25,1.6,0.227,0.236,0.139
2,2. Haphazard,10.06,0.79,-0.051,-0.107,-0.147
3,3. Well-sourced,70.77,3.62,0.139,0.208,0.063
4,4. Disengaging,19.91,1.19,-0.068,0.026,0.025
5,5. Technical,89.9,1.76,0.064,0.074,0.145
6,6. Balanced,72.78,9.4,-0.163,0.638,0.234
7,7. Superficial,27.94,6.06,-0.448,-0.27,0.223
8,8. Ethical,65.32,12.38,0.168,0.299,0.21
9,9. Concise,76.56,7.3,-0.386,0.318,-0.179
10,10. Unreliable,10.74,1.91,-0.646,0.316,-0.052
11,11. Innovative,82.75,5.39,-0.005,0.039,0.772
12,12. Subjective,24.79,8.55,-0.483,0.343,-0.078
13,13. Circumlocutory,30.38,11.99,-0.069,-0.561,0.379
14,14. Rigorous,82.89,3.53,0.253,0.555,0.017
15,15. Dull,13.97,5.83,-0.742,0.17,-0.102
16,16. Replicable,75.41,5.17,0.058,0.637,0.256
17,17. Provocative,58.95,3.97,-0.043,0.142,0.684
18,18. Inaccessible,22.25,7.07,-0.721,-0.141,-0.027
19,19. Empirical,78.15,7.0,-0.023,0.232,0.363
20,20. Coherent,87.5,3.12,-0.043,0.714,0.16
21,21. Poorly-sourced,9.97,0.58,-0.257,-0.196,-0.069
22,22. Impactful,77.01,5.42,0.042,0.274,0.777
23,23. Nontechnical,11.37,3.57,-0.601,0.281,-0.033
24,24. Unstructured,16.7,5.07,-0.506,-0.479,0.265
25,25. Engaging,67.49,5.67,-0.079,0.537,0.546
26,26. Narrow,39.14,4.12,-0.682,-0.043,0.151
27,27. Methodical,83.02,3.19,0.025,0.716,0.222
28,28. Unconvincing,15.19,5.45,-0.733,0.028,-0.141
29,29. Exciting,62.92,7.87,-0.028,0.13,0.731
30,30. Speculation-driven,15.06,5.97,-0.326,-0.2,0.389
31,31. Relevant,87.0,4.3,0.163,0.399,0.622
32,32. Lax,12.15,4.47,-0.719,-0.005,-0.128
33,33. Well written,85.89,2.88,-0.036,0.626,0.183
34,34. Hypothesis-driven,78.63,3.8,-0.001,0.339,0.584
35,35. Inconsequential,10.91,2.92,-0.703,0.103,-0.108
36,36. Accessible,72.23,8.0,-0.171,0.663,0.322
37,37. Authoritative,82.68,3.41,0.082,0.725,0.284
38,38. Not well written,10.0,0.63,-0.445,-0.13,-0.032
39,39. Interdisciplinary,56.72,6.65,-0.009,0.355,0.561
40,40. Easy to understand,64.11,9.69,-0.288,0.633,0.264
41,41. Original,78.13,5.07,0.024,0.174,0.789
42,42. Unbalanced,18.29,4.67,-0.72,-0.357,0.211
43,43. Comprehensive,77.1,5.72,0.004,0.556,0.405
44,44. Verbose,26.0,5.88,-0.627,-0.371,0.389
45,45. Conventional,37.65,6.19,-0.636,0.023,0.135
46,46. To the point,80.2,4.17,-0.298,0.551,0.098
47,47. Unprovocative,26.6,8.42,-0.594,0.056,-0.335
48,48. Structured,85.37,3.87,0.111,0.759,0.127
49,49. Difficult to understand,22.01,6.9,-0.379,-0.423,0.016
50,50. Irrelevant,10.1,1.29,-0.563,-0.033,-0.022
51,51. Controversial,23.36,7.2,-0.254,0.027,0.074
52,52. Non-replicable,10.45,2.03,-0.772,0.097,0.007
53,53. Objective,81.96,3.64,0.19,0.574,0.109
54,54. Derivative,26.56,5.49,-0.705,-0.089,0.121
55,55. Unethical,5.97,4.72,-0.086,0.096,0.101
56,56. Persuasive,73.72,5.88,0.009,0.602,0.574
57,57. Incoherent,10.19,1.53,-0.68,-0.014,0.013
58,58. Uninsightful,14.56,5.14,-0.722,-0.004,-0.046
59,59. Theoretical,71.13,8.41,0.053,0.064,0.006
60,60. Exciting,63.52,7.94,-0.011,0.093,0.761
