Component,Target,rho,p,n
Quality & Reliability,score_mean,0.02304673983733234,0.24237069830835414,2575
Quality & Reliability,score_weighted,0.02291287992310294,0.24511780765731914,2575
Quality & Reliability,score_median,0.03180665725313923,0.10660637093382465,2575
Quality & Reliability,accept,0.02137352364004053,0.2782827392624833,2575
Quality & Reliability,cites,0.037066697555881274,0.060017850212897475,2575
Quality & Reliability,TNCSI,0.040192932596731276,0.04140988963109839,2575
Quality & Reliability,TNCSI_SP,0.04851121599581614,0.01381917967404334,2575
Accessibility & Understandability,score_mean,-0.01098943777807302,0.5772547624290119,2575
Accessibility & Understandability,score_weighted,-0.010992194568236757,0.5771592461065804,2575
Accessibility & Understandability,score_median,-0.003810711663496414,0.8467402306993895,2575
Accessibility & Understandability,accept,-0.002690043708880929,0.891474420592401,2575
Accessibility & Understandability,cites,0.032484161872480585,0.0993473935748264,2575
Accessibility & Understandability,TNCSI,0.02914355494506891,0.13928205973162067,2575
Accessibility & Understandability,TNCSI_SP,0.041383675874874445,0.03574009389652056,2575
Novelty & Engagement,score_mean,0.07394069120113658,0.00017306501759245627,2575
Novelty & Engagement,score_weighted,0.07397207371518687,0.00017196384375336104,2575
Novelty & Engagement,score_median,0.06735756801329155,0.0006256398174765433,2575
Novelty & Engagement,accept,0.052536686148912964,0.007664726892246183,2575
Novelty & Engagement,cites,0.06748027235528366,0.0006114289926226232,2575
Novelty & Engagement,TNCSI,0.07468210756539,0.00014874176932909498,2575
Novelty & Engagement,TNCSI_SP,0.06859834264263875,0.0004950893600829193,2575
