Readability,Target,rho,p
n_sentences,score_mean,0.07601420114862342,0.00011291765080417795
n_sentences,score_weighted,0.07712116633841741,8.950663494110011e-05
n_sentences,score_median,0.07190773797675497,0.00026033213257561336
n_sentences,accept,0.07576675144694274,0.00011888772268179821
n_sentences,cites,0.08617734934765452,1.1919898601493517e-05
n_sentences,TNCSI,0.07024347322493861,0.0003608946313709526
n_sentences,TNCSI_SP,0.06992749214514496,0.0003836871111502722
n_words,score_mean,0.037031269881510856,0.06026310426761992
n_words,score_weighted,0.037159143125679896,0.0593817732393729
n_words,score_median,0.03453328571431624,0.07976614743983483
n_words,accept,0.02303909384771026,0.24252702620818944
n_words,cites,0.04729308799427743,0.01639328972073731
n_words,TNCSI,0.051549351863961125,0.00888849554899456
n_words,TNCSI_SP,0.04354822846179063,0.027118588922904436
n_characters,score_mean,0.02221530654905738,0.2597867126887027
n_characters,score_weighted,0.022417892427688005,0.2554654078506019
n_characters,score_median,0.023517312654174886,0.23288550076149642
n_characters,accept,0.01746225222541805,0.3757523636122311
n_characters,cites,0.015011899085288848,0.4463920887439141
n_characters,TNCSI,0.02135721525597851,0.27864970445076936
n_characters,TNCSI_SP,0.02404825245771013,0.22250300491783584
n_syllables,score_mean,0.019445741594716192,0.3239477766308453
n_syllables,score_weighted,0.01951003294415823,0.32235034156714903
n_syllables,score_median,0.019619472645325802,0.3196429476981647
n_syllables,accept,0.015791091133638694,0.4231483055787675
n_syllables,cites,0.007875197836266985,0.6895728541879698
n_syllables,TNCSI,0.01725044406329131,0.38157145429465245
n_syllables,TNCSI_SP,0.020799578576257624,0.29139560166667294
n_polysyllables,score_mean,-0.008463869058911477,0.6677095765235648
n_polysyllables,score_weighted,-0.008698178904616514,0.6590838451849756
n_polysyllables,score_median,-0.005160376796407176,0.7935256621968517
n_polysyllables,accept,-0.003781906655388385,0.8478845301068235
n_polysyllables,cites,-0.04016039659258879,0.04157492969076909
n_polysyllables,TNCSI,-0.019071884926189848,0.33333884509482914
n_polysyllables,TNCSI_SP,-0.0017993269943911198,0.9272847186444388
ARI,score_mean,-0.07808077661360713,7.299725308266113e-05
ARI,score_weighted,-0.07961019366755338,5.249433893803042e-05
ARI,score_median,-0.07163344125329613,0.00027486030366715125
ARI,accept,-0.07428019014562122,0.00016149665494692193
ARI,cites,-0.1237729529820561,2.938528375212928e-10
ARI,TNCSI,-0.09764744228017239,6.88682458914318e-07
ARI,TNCSI_SP,-0.07821550082243434,7.092425539154107e-05
SMOG,score_mean,-0.08175439688697476,3.2739624410137154e-05
SMOG,score_weighted,-0.08355310423293094,2.1837630767272677e-05
SMOG,score_median,-0.07504968590467533,0.00013791211454588993
SMOG,accept,-0.07847950524797208,6.702236820841075e-05
SMOG,cites,-0.1303728877181431,3.1187896688498844e-11
SMOG,TNCSI,-0.09270100932480549,2.4538504645109805e-06
SMOG,TNCSI_SP,-0.0725028382678374,0.0002312503731056019
Flesch_Kincaid_Grade,score_mean,-0.08263628931033641,2.687128133680749e-05
Flesch_Kincaid_Grade,score_weighted,-0.0842335375787467,1.8696250621532894e-05
Flesch_Kincaid_Grade,score_median,-0.07697884824884431,9.223648143498739e-05
Flesch_Kincaid_Grade,accept,-0.078384958854306,6.839579083397281e-05
Flesch_Kincaid_Grade,cites,-0.14448949129816918,1.7428765380150236e-13
Flesch_Kincaid_Grade,TNCSI,-0.11211019311703077,1.168914301659223e-08
Flesch_Kincaid_Grade,TNCSI_SP,-0.08897487555205535,6.132763073318925e-06
Flesch_Reading_Ease,score_mean,0.08184403299332779,3.209173272017927e-05
Flesch_Reading_Ease,score_weighted,0.08275038839609412,2.6189514948463264e-05
Flesch_Reading_Ease,score_median,0.07422913764759807,0.00016318853218328218
Flesch_Reading_Ease,accept,0.06537945878364566,0.0009015095468084145
Flesch_Reading_Ease,cites,0.16785233471150243,9.965646444938966e-18
Flesch_Reading_Ease,TNCSI,0.1367980245693096,3.1432477648503585e-12
Flesch_Reading_Ease,TNCSI_SP,0.09611421449096279,1.0279496586173403e-06
Coleman_Liau,score_mean,-0.0688915579317406,0.0004681918931954119
Coleman_Liau,score_weighted,-0.06944047153901511,0.0004214647315175643
Coleman_Liau,score_median,-0.05530436858705961,0.0049977920439799725
Coleman_Liau,accept,-0.0431986565656779,0.02837580291971802
Coleman_Liau,cites,-0.14566227425345943,1.1057663137668688e-13
Coleman_Liau,TNCSI,-0.1309226005519167,2.5738732144673787e-11
Coleman_Liau,TNCSI_SP,-0.08233946441412546,2.872476840146389e-05
Gunning_Fog,score_mean,-0.08057298563944126,4.2527042821584414e-05
Gunning_Fog,score_weighted,-0.08212711028471598,3.0124641245738158e-05
Gunning_Fog,score_median,-0.07442089243509091,0.00015691876703839073
Gunning_Fog,accept,-0.07535249967288876,0.00012955278019209128
Gunning_Fog,cites,-0.13511272538220928,5.7997863958414284e-12
Gunning_Fog,TNCSI,-0.09738424696213926,7.380160115814051e-07
Gunning_Fog,TNCSI_SP,-0.07439360684136741,0.00015779687875679767
