Item_No,Item,rho,p
19,Impactful,0.2562944717151508,2.3002716714962946e-31
18,Authoritative,0.23816404742113456,3.437054135658926e-27
10,Insightful,0.23444346319324483,2.2434590404133263e-26
58,Well written,0.2319253534471882,7.840350541077832e-26
15,Coherent,0.23131878308315476,1.0574846344534909e-25
27,Exciting,0.23025096690511762,1.786960203327472e-25
11,Relevant,0.22536972982379316,1.900968582383383e-24
8,Persuasive,0.21879583979425746,4.208694537796694e-23
21,Well-sourced,0.21705475163421806,9.401561682119035e-23
1,Engaging,0.19475224633536142,1.5168136683619724e-18
14,Structured,0.17792868349105587,1.0899348181274697e-15
17,Balanced,0.1693831764423957,2.4314253729735563e-14
12,Objective,0.16323878736723849,2.0573622766785744e-13
16,Original,0.15778853572765256,1.2785914255344838e-12
9,Comprehensive,0.15248428577496523,7.123038087260646e-12
13,Replicable,0.15215958398950893,7.897524061057906e-12
4,Innovative,0.14473445565991225,7.876369734924337e-11
30,To the point,0.1364001611231712,9.07790376743738e-10
20,Interdisciplinary,0.1319678432071614,3.141700583909214e-09
7,Concise,0.12750746385155484,1.0520782094824037e-08
3,Rigorous,0.12528303985988512,1.8932146140717925e-08
59,Empirical,0.12437625883118263,2.398573841752154e-08
5,Accessible,0.1236387475620215,2.903945372664379e-08
56,Easy to understand,0.12109269302762622,5.571216972500906e-08
23,Provocative,0.1022205820940061,4.636697984712936e-06
2,Controversial,0.09501840307867461,2.078113586595875e-05
6,Methodical,0.08233697689090806,0.00022764567396657133
24,Hypothesis-driven,0.08008956509410012,0.0003367744512049994
25,Ethical,0.0744469372298769,0.0008625179700566394
22,Technical,0.06336072126387735,0.004587526278881403
53,Unprovocative,-0.02638874290750432,0.23815613194362306
32,Uncontroversial,-0.026866216456490417,0.22976697312940003
51,Poorly-sourced,-0.03204917580486806,0.15192795296760142
29,Theoretical,-0.04300217154044537,0.054504832357420374
42,Subjective,-0.04484165103666157,0.04494867246831442
55,Unethical,-0.04492148482558164,0.04456811810718608
52,Nontechnical,-0.04645019542878884,0.0377887903638601
54,Speculation-driven,-0.06814671046588765,0.0022941092397477307
34,Conventional,-0.07360599965764252,0.000987122448226904
37,Verbose,-0.10537141066187299,2.3289580409462623e-06
41,Irrelevant,-0.10779708538209583,1.3523365259479643e-06
43,Non-replicable,-0.10784841347620062,1.3367006493168434e-06
28,Not well written,-0.10996361719157101,8.239658396801847e-07
36,Haphazard,-0.11030013437103928,7.622906200059483e-07
46,Derivative,-0.11150479166588305,5.759116905487286e-07
35,Inaccessible,-0.11318359561871483,3.8775169572876255e-07
47,Unbalanced,-0.11883441300582757,9.820735505163969e-08
26,Difficult to understand,-0.11890611016982204,9.647098843913825e-08
48,Unreliable,-0.12817512018474575,8.8025286502571e-09
33,Lax,-0.1293026542444917,6.500192594654523e-09
31,Disengaging,-0.12938156090328612,6.36309783165139e-09
60,Circumlocutory,-0.13205798460608256,3.0646042371363167e-09
44,Unstructured,-0.13642894079974338,9.003825930840809e-10
45,Incoherent,-0.13754232199263833,6.549247017917173e-10
39,Superficial,-0.13791645954197518,5.881512628976112e-10
50,Narrow,-0.15050689468301512,1.3309310916942443e-11
38,Unconvincing,-0.16063368713067602,4.96555621891271e-13
40,Uninsightful,-0.1765477070475807,1.819521308296745e-15
49,Inconsequential,-0.1989725257273193,2.641586127381503e-19
57,Dull,-0.1996775612280403,1.9650701362843074e-19
