Item_No,Item,rho,p
58,Well written,0.1855456257269377,7.393324745108077e-25
15,Coherent,0.17943986714395954,2.4996963988147406e-23
19,Impactful,0.17753771041413147,7.299401058419569e-23
18,Authoritative,0.1680347321218288,1.2911876811747561e-20
10,Insightful,0.1659879401076417,3.78719165088411e-20
21,Well-sourced,0.163259832368404,1.5559732641471864e-19
11,Relevant,0.15954363214189862,1.0258712936843147e-18
27,Exciting,0.15810245283785893,2.1063261860573682e-18
8,Persuasive,0.1402132931360635,9.139853985905413e-15
30,To the point,0.13482067676061435,9.349231342749563e-14
14,Structured,0.13393594721104965,1.3572269322004056e-13
13,Replicable,0.13163753579873538,3.5334180541024065e-13
17,Balanced,0.13158406894761046,3.612234163750102e-13
12,Objective,0.13051157828120358,5.612242859963436e-13
7,Concise,0.12585120022944932,3.65191330062592e-12
1,Engaging,0.12427991188058046,6.762775614136321e-12
5,Accessible,0.10963784080357412,1.4590906273838073e-09
56,Easy to understand,0.10710775448049883,3.454121679097894e-09
59,Empirical,0.10507378374871874,6.808362362546687e-09
23,Provocative,0.09665754445311808,9.870839575200657e-08
9,Comprehensive,0.08930003176452356,8.577682339194848e-07
3,Rigorous,0.08690839168483465,1.6726360085307227e-06
2,Controversial,0.08369711873487162,3.991673059479964e-06
16,Original,0.0827856233303269,5.08095934259891e-06
4,Innovative,0.0741937750311832,4.376880033896722e-05
6,Methodical,0.06340971082802829,0.00048061135411782
20,Interdisciplinary,0.061782011652934135,0.0006700704572617171
25,Ethical,0.056669447240538774,0.001811064943989082
24,Hypothesis-driven,0.053369564211943075,0.003306970557711542
22,Technical,0.03798698689607562,0.03659881909474781
55,Unethical,-0.019381983479628155,0.2863344439297808
34,Conventional,-0.025762345617197594,0.1564006916980146
52,Nontechnical,-0.027331222377419515,0.13267863624283555
51,Poorly-sourced,-0.03218600575301306,0.07658807847084022
53,Unprovocative,-0.04167628078015371,0.021826063923179918
29,Theoretical,-0.04372251660410168,0.016124391666278867
42,Subjective,-0.04627978913251256,0.010866481456660393
54,Speculation-driven,-0.0466222703011798,0.010292866278462385
32,Uncontroversial,-0.04826485180349617,0.007899525723170375
46,Derivative,-0.04991891929606471,0.0060055102233158774
41,Irrelevant,-0.07691615618042573,2.2651011056453794e-05
36,Haphazard,-0.07840609162202543,1.5649519123166416e-05
47,Unbalanced,-0.08110862091601642,7.869395948781295e-06
39,Superficial,-0.08330877841919841,4.425191491526943e-06
28,Not well written,-0.08451754783263594,3.2056429874500375e-06
50,Narrow,-0.09044938363980945,6.185027003886657e-07
33,Lax,-0.09070505426033519,5.747959150576682e-07
48,Unreliable,-0.09301917037680969,2.9346324305869456e-07
43,Non-replicable,-0.0933362110415583,2.67306450806193e-07
31,Disengaging,-0.09922635109532181,4.464758646228338e-08
35,Inaccessible,-0.10248922479568949,1.5834971215264573e-08
44,Unstructured,-0.1041587470772406,9.201007753610846e-09
45,Incoherent,-0.10547505702853914,5.9612311681792375e-09
26,Difficult to understand,-0.10556252856496644,5.790665017239918e-09
38,Unconvincing,-0.10595873706534559,5.075686091285686e-09
37,Verbose,-0.11370641397516217,3.5024392328814603e-10
60,Circumlocutory,-0.11662618242926844,1.2190083370108041e-10
49,Inconsequential,-0.11991609091619752,3.596136187954494e-11
40,Uninsightful,-0.12116470688041113,2.2429059777751068e-11
57,Dull,-0.136537859854714,4.5033332308762895e-14
