Component,Target,rho,p,n
Quality & Reliability,score_mean,0.13970442382302817,8.782389028849542e-13,2595
Quality & Reliability,score_weighted,0.1388080963799946,1.2292728513723525e-12,2595
Quality & Reliability,score_median,0.1435441592219382,2.0292182574724931e-13,2595
Quality & Reliability,accept,0.12972347148880395,3.286578573048448e-11,2595
Quality & Reliability,cites,0.08793272122579308,7.259776777466147e-06,2595
Quality & Reliability,TNCSI,0.08028472879054162,4.231976370096858e-05,2595
Quality & Reliability,TNCSI_SP,0.07949751432473069,5.031465647183694e-05,2595
Accessibility & Understandability,score_mean,-0.03909452236874277,0.046445569166749724,2595
Accessibility & Understandability,score_weighted,-0.03808880774741691,0.052372822970656124,2595
Accessibility & Understandability,score_median,-0.03952406171372648,0.04409176136045161,2595
Accessibility & Understandability,accept,-0.0248549124147232,0.20561222463415563,2595
Accessibility & Understandability,cites,0.1254134715555222,1.44612199483262e-10,2595
Accessibility & Understandability,TNCSI,0.09505278930829794,1.2299500508677689e-06,2595
Accessibility & Understandability,TNCSI_SP,0.09350106775627222,1.8312118551364965e-06,2595
Novelty & Engagement,score_mean,0.16103140912689626,1.543549668797896e-16,2595
Novelty & Engagement,score_weighted,0.15980900278471652,2.620609761486759e-16,2595
Novelty & Engagement,score_median,0.14404117649363996,1.6737807160035638e-13,2595
Novelty & Engagement,accept,0.13743580613962703,2.0483543957320695e-12,2595
Novelty & Engagement,cites,0.16524932255851887,2.4071548578189174e-17,2595
Novelty & Engagement,TNCSI,0.16454566202479057,3.293265841217148e-17,2595
Novelty & Engagement,TNCSI_SP,0.17437768849682483,3.6411461277783705e-19,2595
