Item_No,Item,rho,p
19,Impactful,0.24726754031638745,2.885535259652371e-46
18,Authoritative,0.23435938398775302,1.308215091686e-41
27,Exciting,0.21693068215425854,9.297651554019132e-36
8,Persuasive,0.20286544310369314,2.1556169063267824e-31
11,Relevant,0.2027454768971733,2.3412667658584027e-31
1,Engaging,0.19281615248283518,1.8222906996853191e-28
10,Insightful,0.1924423234972951,2.3251511265488735e-28
9,Comprehensive,0.18994336542741275,1.1703936740867247e-27
16,Original,0.18669358474057246,9.259387955981596e-27
59,Empirical,0.17778838327631702,2.210139619757637e-24
21,Well-sourced,0.16589576527729008,2.1416572846227702e-21
3,Rigorous,0.15701712690747877,2.6349774764694157e-19
4,Innovative,0.1531165381078646,2.0027262670057735e-18
23,Provocative,0.14756389886696356,3.2844726275387634e-17
22,Technical,0.1346255458763352,1.4808948405892635e-14
15,Coherent,0.12763293330799697,3.1835231730013366e-13
58,Well written,0.1155995018529316,4.265850118023487e-11
42,Subjective,0.11069752278144754,2.7345346552130546e-10
13,Replicable,0.10679276246914324,1.1352541473944636e-09
2,Controversial,0.10595187250070953,1.5324563236314873e-09
30,To the point,0.10565659329929565,1.7017793988238601e-09
24,Hypothesis-driven,0.10492429600326432,2.204184896072575e-09
20,Interdisciplinary,0.06357480529872826,0.0002966465194907349
7,Concise,0.06268681904222684,0.0003603030209585473
5,Accessible,0.05916218019879099,0.0007609561446964335
29,Theoretical,0.05415133517098274,0.002062795373130015
14,Structured,0.04005751771430371,0.02270348414408783
6,Methodical,0.03895545995125918,0.02671501990144064
25,Ethical,0.03075552564624141,0.08028729021417505
37,Verbose,0.007208839111825791,0.681905389033769
17,Balanced,0.006648677399827296,0.7054192590692197
47,Unbalanced,0.002995310088108419,0.8647750177271111
56,Easy to understand,-0.0002533721637605309,0.9885064757198128
36,Haphazard,-0.00619993535390943,0.7244624159809135
44,Unstructured,-0.007246028690652961,0.6803548568481128
45,Incoherent,-0.01658406853133234,0.3457047528341851
55,Unethical,-0.01830988934336669,0.2978303097842812
60,Circumlocutory,-0.019108720205619305,0.27724590232901314
31,Disengaging,-0.023114140795996916,0.1887345403741076
33,Lax,-0.024675506840354442,0.16057463990807516
48,Unreliable,-0.032578001199630696,0.0639229909160206
12,Objective,-0.03599775415543514,0.040626804723172746
54,Speculation-driven,-0.04059356408455953,0.020949022226906852
41,Irrelevant,-0.04681878989801335,0.007736770219245535
43,Non-replicable,-0.04794856949169277,0.006377978669854872
35,Inaccessible,-0.05250104694831489,0.0028171938681755774
26,Difficult to understand,-0.07032016634315273,6.254044950803268e-05
28,Not well written,-0.07811227662950909,8.672329222311369e-06
38,Unconvincing,-0.0842291618087857,1.6075254268391866e-06
32,Uncontroversial,-0.09104911211657458,2.1327137821918097e-07
52,Nontechnical,-0.10153377182339036,7.136835515819566e-09
49,Inconsequential,-0.11241271794593576,1.4403351035847357e-10
34,Conventional,-0.14599395999413073,7.106513503780213e-17
53,Unprovocative,-0.1484744116934879,2.091193121455831e-17
51,Poorly-sourced,-0.1501260869516524,9.153394558812438e-18
39,Superficial,-0.15015838584373448,9.005859651266184e-18
50,Narrow,-0.15479569422830225,8.41806900780433e-19
40,Uninsightful,-0.16429377024206485,5.207507340536975e-21
46,Derivative,-0.17639629572237298,5.07131132432859e-24
57,Dull,-0.2015343968228906,5.37509750393481e-31
