Item_No,Item,rho,p
22,22. Impactful,0.30799724570920606,1.5603316579486964e-44
43,43. Comprehensive,0.2637195310723532,1.100183853299369e-32
37,37. Authoritative,0.2588995766068106,1.6001404503963368e-31
6,6. Balanced,0.2549277941789199,1.3933711791851215e-30
25,25. Engaging,0.23400794458894408,6.726654013518805e-26
3,3. Well-sourced,0.23260284540675308,1.3382237232054796e-25
56,56. Persuasive,0.2290193133511848,7.576758741585911e-25
20,20. Coherent,0.22854196353484404,9.523958794731243e-25
33,33. Well written,0.21963733751595582,6.173380891908233e-23
1,1. Insightful,0.21516199465757643,4.695214018012965e-22
31,31. Relevant,0.21014926119164143,4.319551509072123e-21
34,34. Hypothesis-driven,0.20630398156722318,2.2818104484770717e-20
60,60. Exciting,0.2048449280131418,4.2542960109365957e-20
14,14. Rigorous,0.2034956101879266,7.537175714218972e-20
29,29. Exciting,0.20268446729481304,1.0609208377915105e-19
16,16. Replicable,0.20114196352487407,2.0243745257887e-19
11,11. Innovative,0.19619502625364182,1.5520720743466203e-18
48,48. Structured,0.1958817928485126,1.762549774258277e-18
41,41. Original,0.16516937772329215,1.6411818726263635e-13
19,19. Empirical,0.16191203866320983,4.909999717239535e-13
40,40. Easy to understand,0.14831122007228972,3.7533317033284734e-11
27,27. Methodical,0.14797895832105148,4.15281817430073e-11
53,53. Objective,0.13955740264782085,4.99814604652798e-10
46,46. To the point,0.1327699179581665,3.3407583799418188e-09
36,36. Accessible,0.1259851650963041,2.0325861958623458e-08
9,9. Concise,0.12254261699627488,4.9041575222589965e-08
5,5. Technical,0.07789911148346088,0.000540751931633753
17,17. Provocative,0.06874298693137654,0.002272956944355004
39,39. Interdisciplinary,0.02864639313568439,0.2038738916541046
8,8. Ethical,0.025903431405776663,0.25060275265912924
51,51. Controversial,0.012696490494847251,0.5733997641673358
59,59. Theoretical,-0.03633594804656137,0.1069927351576757
55,55. Unethical,-0.04868081468875031,0.030769345248457845
23,23. Nontechnical,-0.06700056590837011,0.002934677001589417
47,47. Unprovocative,-0.075226749706195,0.0008357277378345374
7,7. Superficial,-0.08511532551193747,0.000155997317713657
32,32. Lax,-0.12441723938305715,3.044723748131871e-08
12,12. Subjective,-0.12911899852117156,8.929815970831662e-09
38,38. Not well written,-0.13309022901777312,3.0607225943980613e-09
49,49. Difficult to understand,-0.13362642347659745,2.6422585973053635e-09
10,10. Unreliable,-0.13547372028981128,1.5851291003726736e-09
45,45. Conventional,-0.14012255865313347,4.2488889643972875e-10
50,50. Irrelevant,-0.142290085415012,2.265330146598679e-10
54,54. Derivative,-0.14803508289035225,4.0825359866474534e-11
30,30. Speculation-driven,-0.14816153667113227,3.928418611034913e-11
52,52. Non-replicable,-0.15295416075124843,8.917615335135448e-12
58,58. Uninsightful,-0.15463794244064968,5.2372406936162744e-12
57,57. Incoherent,-0.15683796178459286,2.5896103592928306e-12
2,2. Haphazard,-0.16008217131377075,8.999212477768057e-13
44,44. Verbose,-0.16048497279695403,7.88034738404964e-13
24,24. Unstructured,-0.16467862890574658,1.9385553444299422e-13
35,35. Inconsequential,-0.16850708966925612,5.217213544018498e-14
13,13. Circumlocutory,-0.17095169413832967,2.2203590606877482e-14
42,42. Unbalanced,-0.17476916865902312,5.702331771978531e-15
18,18. Inaccessible,-0.18230155989758226,3.5614379354349713e-16
21,21. Poorly-sourced,-0.18278573139189527,2.967579224437032e-16
28,28. Unconvincing,-0.1927498201021074,6.212415428752377e-18
4,4. Disengaging,-0.2026782655459715,1.0636916289968448e-19
15,15. Dull,-0.213984354757722,7.94821374534235e-22
26,26. Narrow,-0.23153286896918565,2.2526158350968238e-25
