Item_No,Item,rho,p
34,34. Exciting,0.12438328501246018,1.233187745435386e-12
45,45. Original,0.11747914298683844,2.0198725987844032e-11
42,42. Impactful,0.11140402783621253,2.0756592790473042e-10
57,57. Innovative,0.10353447330655675,3.5446132855412366e-09
2,2. Empirical,0.10017966486498946,1.1174926473469491e-08
60,60. Engaging,0.084768201914718,1.367470480320998e-06
38,38. Provocative,0.07134605003975197,4.848382277091349e-05
37,37. Hypothesis-driven,0.06986169084471153,6.947355653280183e-05
52,52. Comprehensive,0.0650132551037731,0.00021441889561353577
28,28. Lax,0.059636035039967485,0.000687084245295915
17,17. Unstructured,0.059548722736295925,0.0006996844126862993
1,1. Circumlocutory,0.055182238742936894,0.0016851343435985296
20,20. Irrelevant,0.05508486806603574,0.0017173479049950129
13,13. Unreliable,0.05460901788097572,0.00188307309517045
59,59. Controversial,0.05389524668330678,0.0021593278179170856
15,15. Derivative,0.05309024038893998,0.002515137091782585
29,29. Uncontroversial,0.05226394558083531,0.002935403828373706
23,23. Unconvincing,0.05212049604446591,0.0030145763283928933
18,18. Non-replicable,0.051518002328628985,0.0033688104733975406
12,12. Inconsequential,0.05105986380610264,0.0036630852378617402
26,26. Inaccessible,0.05100927743016696,0.0036969710849974378
7,7. Speculation-driven,0.050770402652615884,0.0038608646157751183
4,4. Dull,0.05059706424760852,0.003983894218902108
16,16. Incoherent,0.04783653682624434,0.0064858751146745
30,30. Disengaging,0.04731551955641347,0.007092541186257622
3,3. Well written,0.04608034058000834,0.008738860011197766
22,22. Superficial,0.04585430925101314,0.009074643742444315
21,21. Uninsightful,0.04340811471087563,0.013515108076575615
19,19. Subjective,0.04304424844384147,0.01431833717664463
25,25. Haphazard,0.042609402986685085,0.015333227018724258
9,9. Nontechnical,0.04226556293839375,0.016180000336627563
8,8. Unprovocative,0.04087186098353667,0.020047198079972083
41,41. Interdisciplinary,0.03911218398116053,0.026063414926274807
24,24. Verbose,0.038597775996235824,0.028093614669017893
6,6. Unethical,0.03804768388745096,0.030413967020942692
14,14. Unbalanced,0.03538935616507349,0.044081225668075784
39,39. Technical,0.035024973745332345,0.04630801214910309
56,56. Accessible,0.03229214469050363,0.0662070326434033
35,35. Difficult to understand,0.027791984047537847,0.11389872041347256
55,55. Methodical,0.022383177791510722,0.20296465365503794
10,10. Poorly-sourced,0.020752807328577167,0.23784331913740903
53,53. Persuasive,0.01997230510204708,0.25596011302767335
54,54. Concise,0.01907925247745443,0.2778389705465867
58,58. Rigorous,0.018395562559273,0.2954256859094188
11,11. Narrow,0.017388325225332305,0.3226655083426657
31,31. To the point,0.01487437709934779,0.3975570591554668
43,43. Authoritative,0.014276524949897366,0.41680000869928824
32,32. Theoretical,0.013713458886234141,0.43541581650469763
48,48. Replicable,0.003960623730834034,0.8217831525710438
51,51. Insightful,-0.008469346552945336,0.6300311909375209
46,46. Coherent,-0.014918479054334374,0.39615908339478445
47,47. Structured,-0.022460961946987688,0.2013989928313289
49,49. Objective,-0.025406125619389625,0.14841650849030744
27,27. Conventional,-0.030421739222472967,0.08352921664822191
50,50. Relevant,-0.031652290847580415,0.0717657484978995
36,36. Ethical,-0.04546201328102923,0.009684837630136627
44,44. Balanced,-0.04795908382086222,0.0063501412906092425
40,40. Well-sourced,-0.048847097634203016,0.005440512411279623
33,33. Not well written,-0.05344959276140586,0.0023501556608462627
5,5. Easy to understand,-0.0635058471836276,0.0002998884016615604
