Component,Target,rho,p,n
Quality & Reliability,score_mean,0.032237772753617985,0.10389131943329409,2546
Quality & Reliability,score_weighted,0.03300425079580435,0.09592052657143008,2546
Quality & Reliability,score_median,0.027309668501306703,0.1683364499740988,2546
Quality & Reliability,accept,0.061621112577421616,0.00186643457596367,2546
Quality & Reliability,cites,0.004171351257260624,0.8333748528781526,2546
Quality & Reliability,TNCSI,0.029181707232073494,0.1410105759820439,2546
Quality & Reliability,TNCSI_SP,0.049329445386562955,0.012797561952167422,2546
Accessibility & Understandability,score_mean,-0.004338834947225144,0.8267886828728542,2546
Accessibility & Understandability,score_weighted,-0.002611756917216624,0.8952063300461334,2546
Accessibility & Understandability,score_median,-0.011794892112265523,0.5519277288768332,2546
Accessibility & Understandability,accept,-0.00939703665115624,0.6355481260621698,2546
Accessibility & Understandability,cites,0.12812957901682626,8.655934469903916e-11,2546
Accessibility & Understandability,TNCSI,0.10391031206940954,1.4822450437396893e-07,2546
Accessibility & Understandability,TNCSI_SP,0.10854927928203204,4.003212522134189e-08,2546
Novelty & Engagement,score_mean,0.09708254677400144,9.211663393746835e-07,2546
Novelty & Engagement,score_weighted,0.09634572483937058,1.114011297360062e-06,2546
Novelty & Engagement,score_median,0.0983886296625407,6.554526147061515e-07,2546
Novelty & Engagement,accept,0.07925689225131527,6.241970080976557e-05,2546
Novelty & Engagement,cites,0.09402828557456258,2.0074510104544148e-06,2546
Novelty & Engagement,TNCSI,0.10166137572079947,2.741204546899897e-07,2546
Novelty & Engagement,TNCSI_SP,0.1255251596109924,2.073727436406323e-10,2546
