Item_No,Item,rho,p
5,Accessible,0.10135611159929499,3.1180108907971336e-08
27,Exciting,0.08754034123605892,1.7783348764740613e-06
8,Persuasive,0.08741126704753427,1.8419102438637331e-06
19,Impactful,0.0808582060156829,1.0279278319659844e-05
1,Engaging,0.07996269938502057,1.2876017941834975e-05
59,Empirical,0.076541257484261,2.9799921442632825e-05
21,Well-sourced,0.07230304206315896,8.040522228249711e-05
58,Well written,0.06999559348420946,0.00013506604893770695
17,Balanced,0.06965568699612425,0.00014560267282842835
15,Coherent,0.06933965067636995,0.00015608916095805528
12,Objective,0.06913226283500068,0.00016335230886107324
7,Concise,0.06499210934462374,0.0003947334791702601
25,Ethical,0.06455910979620033,0.0004316737893969521
13,Replicable,0.06432234996734923,0.0004532123386439195
18,Authoritative,0.06421143480029247,0.00046364362602301703
56,Easy to understand,0.0637433159820083,0.0005101841598406986
9,Comprehensive,0.06241102296694613,0.0006675521246954637
30,To the point,0.05770971516186863,0.0016562457374235914
23,Provocative,0.05748773976586304,0.0017262012704835487
10,Insightful,0.057308445874776674,0.001784677403165728
3,Rigorous,0.04657434000242198,0.011146377473858889
4,Innovative,0.03478282775426329,0.05808703817670604
34,Conventional,0.03207754724981625,0.08053814988046447
16,Original,0.031401883265983616,0.08712841201530613
2,Controversial,0.030342785422117213,0.09832716478874276
11,Relevant,0.026008305764931232,0.15654221213779645
52,Nontechnical,0.024610653414075034,0.18003843606892933
14,Structured,0.02299583480419325,0.21033411199459282
54,Speculation-driven,0.021604234016267192,0.23926552023646575
24,Hypothesis-driven,0.007590071917802217,0.6793108877691698
22,Technical,0.005223264913921223,0.7760348013699472
20,Interdisciplinary,-0.011919352382934463,0.5161977560788297
60,Circumlocutory,-0.013770288735661544,0.45322916737080554
33,Lax,-0.015933635868671372,0.3854546069178455
55,Unethical,-0.017664453084905673,0.33595926763146877
42,Subjective,-0.018804701385844117,0.3056937669867681
46,Derivative,-0.023138521415329474,0.207517219784668
6,Methodical,-0.02498351433103046,0.17352817685396596
53,Unprovocative,-0.028927930807026693,0.11504735780542708
29,Theoretical,-0.0295820554191267,0.10705845114487537
35,Inaccessible,-0.04650799187965902,0.011262193092633842
50,Narrow,-0.048533430826665995,0.008170047640557745
41,Irrelevant,-0.048596070517226725,0.008087899702805086
36,Haphazard,-0.049621083803711476,0.006844695375239869
44,Unstructured,-0.05287677396914802,0.0039518400751536375
47,Unbalanced,-0.05322211649922823,0.003721760477202882
37,Verbose,-0.05335857238104946,0.003634253968497128
31,Disengaging,-0.05910960902549778,0.0012718498234421966
28,Not well written,-0.06189299332446569,0.0007401083657446924
51,Poorly-sourced,-0.06254491923957929,0.0006499043715498499
39,Superficial,-0.06261152589715727,0.000641287942755093
32,Uncontroversial,-0.06271971356855142,0.0006275184983093474
26,Difficult to understand,-0.06303119512085519,0.000589394999505146
45,Incoherent,-0.06320346107385795,0.0005692474533834996
48,Unreliable,-0.06589050822481679,0.0003273074395613469
43,Non-replicable,-0.06752237734887209,0.00023154928163855002
57,Dull,-0.07181396421911788,8.986359323188865e-05
38,Unconvincing,-0.07321718417776846,6.519386989971195e-05
49,Inconsequential,-0.08707841410642027,2.016088438639319e-06
40,Uninsightful,-0.09581698651782096,1.6880841364891927e-07
