Item_No,Item,rho,p
22,22. Impactful,0.2542215042576553,4.0573678050627787e-48
43,43. Comprehensive,0.2267596252257122,2.1892693626763672e-38
37,37. Authoritative,0.221422251547447,1.2293879985970713e-36
6,6. Balanced,0.22072803678537636,2.0600746852499618e-36
3,3. Well-sourced,0.19904332892429266,8.596032826588267e-30
25,25. Engaging,0.19844244873743888,1.280265252743976e-29
20,20. Coherent,0.1973919812898235,2.5609705089649484e-29
60,60. Exciting,0.1918315705263164,9.41735500931544e-28
29,29. Exciting,0.1916295614024643,1.0712985491857996e-27
34,34. Hypothesis-driven,0.18718015200836213,1.7665492355913199e-26
14,14. Rigorous,0.18334872625039256,1.8668444558177482e-25
16,16. Replicable,0.18205502886181132,4.090988863472421e-25
33,33. Well written,0.17709276946961816,7.857247682451301e-24
1,1. Insightful,0.17577154713666646,1.7011243467856996e-23
56,56. Persuasive,0.17555893479791768,1.925193443755099e-23
11,11. Innovative,0.1734045756793078,6.686004730592476e-23
48,48. Structured,0.1717581198563793,1.7127646403254202e-22
31,31. Relevant,0.1699797027308368,4.68184595249797e-22
19,19. Empirical,0.15493661205381704,1.501683230456021e-18
27,27. Methodical,0.14805006293487286,4.682603219077678e-17
41,41. Original,0.14023270173695895,1.916930804172378e-15
40,40. Easy to understand,0.13471443434047983,2.3301579462341344e-14
53,53. Objective,0.12684223139791564,6.906060165475732e-13
36,36. Accessible,0.11793583536697258,2.500211998544653e-11
46,46. To the point,0.11787912537159718,2.5558881841278604e-11
9,9. Concise,0.0982381750677575,2.8113473745448968e-08
5,5. Technical,0.0807237747845721,5.134453050734771e-06
17,17. Provocative,0.06387726647242721,0.00031151244618202466
51,51. Controversial,0.012925626069548486,0.46608214080462196
39,39. Interdisciplinary,0.012338276606761253,0.4865881817784724
55,55. Unethical,-0.01139426675472713,0.5205420929698071
8,8. Ethical,-0.011403830266236443,0.5201920983267262
59,59. Theoretical,-0.04599657524324249,0.009459508240919427
7,7. Superficial,-0.06857854411642822,0.00010816743891991011
23,23. Nontechnical,-0.09049924637794685,3.162748586011227e-07
47,47. Unprovocative,-0.09302775908768166,1.4645278966023518e-07
10,10. Unreliable,-0.09509775008726794,7.681007965231567e-08
38,38. Not well written,-0.09807928679016525,2.9602375273859668e-08
32,32. Lax,-0.0984727270162211,2.604748798981896e-08
50,50. Irrelevant,-0.11468507781547223,8.688461817233373e-11
30,30. Speculation-driven,-0.12066695282576759,8.549681003536238e-12
52,52. Non-replicable,-0.12349293794275518,2.7454493184989394e-12
12,12. Subjective,-0.12563045885574853,1.142693741829966e-12
35,35. Inconsequential,-0.12622809039209545,8.919311032124157e-13
2,2. Haphazard,-0.1266038249148398,7.628216535707062e-13
58,58. Uninsightful,-0.1324212977637895,6.386842884356484e-14
57,57. Incoherent,-0.13368271012178867,3.675690192393608e-14
49,49. Difficult to understand,-0.139913035638549,2.2214910870849214e-15
13,13. Circumlocutory,-0.1399173814300324,2.2170474103711907e-15
54,54. Derivative,-0.14376165288718717,3.6798812338249533e-16
21,21. Poorly-sourced,-0.14676618694125715,8.736616644245841e-17
45,45. Conventional,-0.14972266702846707,2.0607226111116693e-17
24,24. Unstructured,-0.151062298899237,1.0606463927861761e-17
44,44. Verbose,-0.15262398088110393,4.852865729764446e-18
42,42. Unbalanced,-0.16075171753993506,7.259577937173433e-20
4,4. Disengaging,-0.16311603683062403,2.0498339316183445e-20
18,18. Inaccessible,-0.16406716849237757,1.2258922431649327e-20
28,28. Unconvincing,-0.16619471187575358,3.8386622364025985e-21
15,15. Dull,-0.17851501967232578,3.397949776631906e-24
26,26. Narrow,-0.20762314484027894,2.528955224502871e-32
