Item_No,Item,rho,p
19,Impactful,0.2666300637924245,6.981179076678355e-34
18,Authoritative,0.2436260208372687,2.127336131215267e-28
27,Exciting,0.23353724669633508,3.6266869824784224e-26
8,Persuasive,0.22586384435605517,1.5402689632358175e-24
16,Original,0.2125354031868942,7.505260088835528e-22
9,Comprehensive,0.21055723782259436,1.816687740442893e-21
10,Insightful,0.20705686137934012,8.495815711700551e-21
11,Relevant,0.20603531694763969,1.325726310383552e-20
1,Engaging,0.20571663098809137,1.522411683717339e-20
59,Empirical,0.1797829879464503,5.533202458908065e-16
21,Well-sourced,0.17696619916716974,1.5838633350035168e-15
4,Innovative,0.17071762684878583,1.5357477021396754e-14
3,Rigorous,0.16333447503028498,2.0188904475580974e-13
23,Provocative,0.14670354533399374,4.3767838294059354e-11
22,Technical,0.13824703070519886,5.400255222364347e-10
24,Hypothesis-driven,0.12252103652100017,3.9021130954910525e-08
13,Replicable,0.11824414302839593,1.1452856439923347e-07
15,Coherent,0.11401993385301633,3.1988247859454674e-07
58,Well written,0.10885314930132735,1.070034875794221e-06
42,Subjective,0.10649792342627153,1.8227912448771216e-06
2,Controversial,0.10560092574415486,2.2262737361189296e-06
30,To the point,0.10034585909043905,6.956201752771222e-06
20,Interdisciplinary,0.07194119864693609,0.0012878977630001774
5,Accessible,0.05922979809732617,0.008076759992774449
7,Concise,0.05473828887761678,0.014378608060454762
29,Theoretical,0.05354653780786882,0.01665232622190839
6,Methodical,0.04694596870014637,0.03583392478046447
14,Structured,0.041830473204281966,0.061498191732036224
37,Verbose,0.032878061275289826,0.1417075882957416
25,Ethical,0.017830788767033874,0.4255774052428095
17,Balanced,0.00726367681010732,0.7455130241134322
55,Unethical,0.0044363175816044985,0.8428686702935553
36,Haphazard,0.0007657833872512478,0.9727041896900175
60,Circumlocutory,-0.0024148643182704066,0.9140737189181065
44,Unstructured,-0.002538161763264872,0.9097048266809091
47,Unbalanced,-0.002936179620244383,0.8956208274692496
33,Lax,-0.009422761367792251,0.6737264817508519
56,Easy to understand,-0.00957734237967241,0.6686899580359271
45,Incoherent,-0.010779569776650113,0.6300410908244607
31,Disengaging,-0.016622891249400907,0.4576034606017658
48,Unreliable,-0.019268717659348802,0.3892111326678457
41,Irrelevant,-0.032731171676157765,0.1434966327830028
12,Objective,-0.0399691723391019,0.07399812793522897
43,Non-replicable,-0.049555638993569864,0.02671775369096732
35,Inaccessible,-0.05192657371521282,0.02024583255077061
54,Speculation-driven,-0.057404694044156435,0.010255727449331974
26,Difficult to understand,-0.06143031543216602,0.0060062986415750814
28,Not well written,-0.0659000917584002,0.0032007876173293453
38,Unconvincing,-0.08599425713638235,0.00011833686693379352
32,Uncontroversial,-0.09848470556354583,1.0277947746078799e-05
52,Nontechnical,-0.10614499627585021,1.9723694358006292e-06
49,Inconsequential,-0.12812407013105867,8.999945242504803e-09
53,Unprovocative,-0.14643506808432893,4.751104820456515e-11
51,Poorly-sourced,-0.16214353931375067,3.025824253122298e-13
39,Superficial,-0.16977159483665502,2.150343361214391e-14
34,Conventional,-0.17823803640274744,9.872233206210044e-16
50,Narrow,-0.1828885793642233,1.7010837026141146e-16
40,Uninsightful,-0.18762947965781449,2.6983892793661867e-17
46,Derivative,-0.20688554902723166,9.155539853972934e-21
57,Dull,-0.21951331947669672,3.0921556395947416e-23
