Item_No,Item,rho,p
60,60. Engaging,0.1708036288662219,2.946741795182781e-21
3,3. Well written,0.16584250366238815,4.0859983324748485e-20
46,46. Coherent,0.16057047648518055,6.119360326211654e-19
42,42. Impactful,0.15975741478539335,9.215075957464788e-19
47,47. Structured,0.15468986733697093,1.126536962662949e-17
31,31. To the point,0.15259931012274539,3.089033229717256e-17
34,34. Exciting,0.15115514470724467,6.150256035538082e-17
51,51. Insightful,0.1505738283539772,8.099507638258519e-17
43,43. Authoritative,0.15032662577560565,9.102507879934157e-17
53,53. Persuasive,0.140885738122321,6.79544178426911e-15
54,54. Concise,0.1311612594456182,4.2993538267006074e-13
50,50. Relevant,0.12942478862127849,8.73880766263929e-13
44,44. Balanced,0.12544308303812474,4.288916597506488e-12
52,52. Comprehensive,0.11235660939676805,5.654796407532367e-10
2,2. Empirical,0.11183765723994846,6.788219601615497e-10
55,55. Methodical,0.10849844329908598,2.156143146396229e-09
49,49. Objective,0.10828105518041792,2.321875286067674e-09
38,38. Provocative,0.1081824259652937,2.401097441568586e-09
5,5. Easy to understand,0.10466648776176014,7.787486732253662e-09
56,56. Accessible,0.10258024573928996,1.5376504655201978e-08
58,58. Rigorous,0.10115065567477803,2.4322000134142948e-08
40,40. Well-sourced,0.09676535953783583,9.55140165868301e-08
59,59. Controversial,0.08866425994413026,1.0261126383501601e-06
48,48. Replicable,0.08413676002373754,3.5499916228750056e-06
18,18. Non-replicable,0.07427502859904547,4.2930248893775616e-05
45,45. Original,0.07415613181503712,4.4162527186018874e-05
57,57. Innovative,0.0721316602826001,7.104917783961144e-05
14,14. Unbalanced,0.04705113918470056,0.009612641066583818
9,9. Nontechnical,0.008231802118062542,0.6506969359193959
39,39. Technical,0.0015476954060701486,0.9321577751204915
41,41. Interdisciplinary,-0.0049963609378809015,0.7834512445280328
10,10. Poorly-sourced,-0.005743215767107225,0.7520741772713722
36,36. Ethical,-0.01469321872607836,0.41895390465768356
27,27. Conventional,-0.019761377217276374,0.2770051153718783
7,7. Speculation-driven,-0.02453222500942431,0.17714850061233164
6,6. Unethical,-0.02962405360711686,0.10314054223818055
19,19. Subjective,-0.0393095180189262,0.030538243163103423
37,37. Hypothesis-driven,-0.05976756056428652,0.0010003469069502088
29,29. Uncontroversial,-0.06454215271151996,0.00037968270666496266
13,13. Unreliable,-0.07262213258492406,6.338815236857359e-05
15,15. Derivative,-0.07364444341737475,4.985880755519268e-05
11,11. Narrow,-0.07382727443930885,4.774790785877178e-05
22,22. Superficial,-0.0754495367184655,3.238789672705941e-05
17,17. Unstructured,-0.07936045806588264,1.2306686009479813e-05
16,16. Incoherent,-0.08358307940354252,4.11456897466301e-06
26,26. Inaccessible,-0.084173759597075,3.5150372116470296e-06
35,35. Difficult to understand,-0.09428484547695506,2.0179451953965585e-07
23,23. Unconvincing,-0.09522112047525869,1.5249119081899892e-07
32,32. Theoretical,-0.0966130598095891,1.0005630827351459e-07
8,8. Unprovocative,-0.1000244034053149,3.4752575417846694e-08
20,20. Irrelevant,-0.10078413514323684,2.732883442249661e-08
21,21. Uninsightful,-0.10337935395178943,1.1867673739691111e-08
12,12. Inconsequential,-0.10501850710949365,6.933862402156427e-09
28,28. Lax,-0.11350749626956741,3.759957136571675e-10
24,24. Verbose,-0.11404215548739728,3.1063068935686337e-10
4,4. Dull,-0.11593858374665947,1.566672251429253e-10
25,25. Haphazard,-0.11829132350503375,6.59911064785634e-11
1,1. Circumlocutory,-0.12007698278292155,3.3848169367755906e-11
33,33. Not well written,-0.12815728320181607,1.4578728206734776e-12
30,30. Disengaging,-0.15469811023513452,1.1220341625654664e-17
