Item_No,Item,rho,p
22,22. Impactful,0.2126693399837296,7.251954766892934e-34
17,17. Provocative,0.17773355568541144,5.390455621670747e-24
60,60. Exciting,0.17187306770741362,1.6043817226723215e-22
29,29. Exciting,0.17185054475304903,1.6250697785347756e-22
41,41. Original,0.16127043714025008,5.509715245673352e-20
43,43. Comprehensive,0.15980322693933183,1.199245715904114e-19
34,34. Hypothesis-driven,0.15134653932801537,9.205150413269307e-18
56,56. Persuasive,0.15013801295405085,1.6782930218074272e-17
3,3. Well-sourced,0.14975304116781907,2.0300579123017472e-17
25,25. Engaging,0.1438236945302791,3.5733126778301933e-16
11,11. Innovative,0.14153882222981803,1.0457282447531876e-15
31,31. Relevant,0.13964306556836256,2.5154298912821194e-15
37,37. Authoritative,0.13882325346025762,3.663106541191725e-15
33,33. Well written,0.13445619666011865,2.612618582898901e-14
1,1. Insightful,0.12092839835269195,7.705206650597577e-12
19,19. Empirical,0.12059195940267939,8.808205042479787e-12
16,16. Replicable,0.0932606976434438,1.362862621828038e-07
27,27. Methodical,0.08801216965124808,6.612962028396478e-07
13,13. Circumlocutory,0.07491841770316049,2.333021440963957e-05
5,5. Technical,0.0703405859235562,7.150611976852606e-05
42,42. Unbalanced,0.067432692224653,0.0001408537772941241
6,6. Balanced,0.06397906417227388,0.0003046764326996192
55,55. Unethical,0.06378658635746104,0.00031772249926645277
20,20. Coherent,0.06372107004082148,0.00032228112920963924
24,24. Unstructured,0.06127527685859396,0.0005434295544946166
44,44. Verbose,0.06049768486681505,0.000639193908783978
14,14. Rigorous,0.05677541594082476,0.0013554047828714683
53,53. Objective,0.05668486693018481,0.0013796983101451634
10,10. Unreliable,0.05525476585384406,0.0018206078020160583
48,48. Structured,0.05018724613552764,0.004630192078137265
46,46. To the point,0.049361337343290713,0.005352141889900609
36,36. Accessible,0.04790645091113103,0.006874661040972551
51,51. Controversial,0.04004165085454872,0.02389977324699111
9,9. Concise,0.03658678813584979,0.039045015490217216
39,39. Interdisciplinary,0.034739311874443825,0.05006140805610752
30,30. Speculation-driven,0.02781618393415444,0.11670008593488115
18,18. Inaccessible,0.017681769787945174,0.3187155459575687
28,28. Unconvincing,0.016688966833291664,0.3466499070005389
12,12. Subjective,0.015480545084275972,0.382687790377361
23,23. Nontechnical,0.014928433684818393,0.39989021226094035
26,26. Narrow,0.010369377410042496,0.5587397838704444
4,4. Disengaging,0.008529436360179048,0.6305459582999086
59,59. Theoretical,0.008235893001295546,0.6423571557003154
32,32. Lax,0.007373339412980111,0.6775808376062745
40,40. Easy to understand,0.004872995543890367,0.7834887205125483
52,52. Non-replicable,0.0035406197545317045,0.8417576457217226
49,49. Difficult to understand,-0.015833313870798865,0.37193755267117246
7,7. Superficial,-0.01584530549874831,0.37157544096850603
57,57. Incoherent,-0.017429225650128388,0.32567764294185264
58,58. Uninsightful,-0.025060088520764787,0.15757148997646533
15,15. Dull,-0.028580858601699597,0.10697940806607172
54,54. Derivative,-0.03049718895094923,0.0854239434982561
50,50. Irrelevant,-0.03489848838761146,0.04901943693253963
35,35. Inconsequential,-0.03825971346231248,0.030916736914573594
38,38. Not well written,-0.05105068072681099,0.003970754285769424
45,45. Conventional,-0.053902294481725205,0.002353221003481813
8,8. Ethical,-0.07475695031917505,2.4297091601837736e-05
21,21. Poorly-sourced,-0.07589307699468842,1.8227233002631204e-05
2,2. Haphazard,-0.11785337536564498,2.5815675082205706e-11
47,47. Unprovocative,-0.14824412680582633,4.25929139783216e-17
