Component,Target,rho,p,n
Quality & Reliability,score_mean,0.017315580126631827,0.470146634428416,1742
Quality & Reliability,score_weighted,0.01715927102505562,0.4741643809022428,1742
Quality & Reliability,score_median,0.01896830009032267,0.42883427405300967,1742
Quality & Reliability,accept,0.0037412967394414233,0.8760015035001085,1742
Quality & Reliability,cites,-0.05361984845612478,0.02522432373916859,1742
Quality & Reliability,TNCSI,-0.03996043548192069,0.09545309884408393,1742
Quality & Reliability,TNCSI_SP,-0.03853101852956637,0.10791793070943781,1742
Accessibility & Understandability,score_mean,0.08239161812402022,0.0005770317954621404,1742
Accessibility & Understandability,score_weighted,0.08049366956924647,0.0007720315303624746,1742
Accessibility & Understandability,score_median,0.09188324197075061,0.00012286942329660806,1742
Accessibility & Understandability,accept,0.03808954822939458,0.11201763022377334,1742
Accessibility & Understandability,cites,0.04134449376569025,0.08450847744689548,1742
Accessibility & Understandability,TNCSI,0.0400318462349654,0.09486193720459177,1742
Accessibility & Understandability,TNCSI_SP,0.02838231148338424,0.23641761624862906,1742
Novelty & Engagement,score_mean,0.06925867310055803,0.0038271702469517424,1742
Novelty & Engagement,score_weighted,0.06836521131899044,0.004308161958344093,1742
Novelty & Engagement,score_median,0.058441242735969366,0.014707096849053672,1742
Novelty & Engagement,accept,0.050477065588355685,0.03515176539755061,1742
Novelty & Engagement,cites,0.09734213177891674,4.7104764073637424e-05,1742
Novelty & Engagement,TNCSI,0.10516857229836911,1.0900108092712543e-05,1742
Novelty & Engagement,TNCSI_SP,0.07887809943561126,0.0009844678590384586,1742
