Component,Target,rho,p,n
Quality & Reliability,score_mean,-0.0017679127905327093,0.9282743597361915,2595
Quality & Reliability,score_weighted,-0.001807289992273483,0.9266812476448529,2595
Quality & Reliability,score_median,-0.007567686465994589,0.6999956237423617,2595
Quality & Reliability,accept,0.006384006557976778,0.745139284168096,2595
Quality & Reliability,cites,-0.07207853502353663,0.00023805988667971578,2595
Quality & Reliability,TNCSI,-0.055205374039123345,0.0049079342348294815,2595
Quality & Reliability,TNCSI_SP,-0.0013006645467380292,0.947198340571824,2595
Accessibility & Understandability,score_mean,-0.0049568103235941175,0.8007431271603941,2595
Accessibility & Understandability,score_weighted,-0.004955829755152031,0.8007817155060684,2595
Accessibility & Understandability,score_median,-0.015905561959845844,0.417992853109156,2595
Accessibility & Understandability,accept,-0.00022895015758122745,0.9906989802992142,2595
Accessibility & Understandability,cites,-0.06572836435711567,0.0008072759333975395,2595
Accessibility & Understandability,TNCSI,-0.0330339098558439,0.09248481281924587,2595
Accessibility & Understandability,TNCSI_SP,0.0356446425670133,0.06945004425287858,2595
Novelty & Engagement,score_mean,0.026107970071467108,0.1836647158748496,2595
Novelty & Engagement,score_weighted,0.025498516597775675,0.19411253568645173,2595
Novelty & Engagement,score_median,0.01824395864229011,0.35289031056154574,2595
Novelty & Engagement,accept,-0.01041019156145531,0.5960662333722853,2595
Novelty & Engagement,cites,0.03404466189551018,0.08292855068478447,2595
Novelty & Engagement,TNCSI,0.02030742466391371,0.30109333061787225,2595
Novelty & Engagement,TNCSI_SP,-0.023646291440679517,0.22852886524198426,2595
