Item_No,Item,rho,p
19,Impactful,0.18048417110587567,9.840778300497057e-16
1,Engaging,0.17117747696369165,2.7745091446775945e-14
27,Exciting,0.17097799731367572,2.974421975088229e-14
18,Authoritative,0.16248320744412562,5.329269414733147e-13
5,Accessible,0.15411338203789615,7.905236902915317e-12
8,Persuasive,0.15063694699893665,2.3227005549105173e-11
58,Well written,0.14568337814306492,1.0337557124065692e-10
15,Coherent,0.13858000655443775,8.062211831864946e-10
10,Insightful,0.1374851879870749,1.0964762976620805e-09
56,Easy to understand,0.13124891575327538,6.035696403004359e-09
30,To the point,0.131218056428588,6.0856720794961725e-09
11,Relevant,0.12601732011133931,2.3770862067483218e-08
7,Concise,0.1255410081567397,2.685773475559869e-08
17,Balanced,0.12500912938068148,3.076438339384448e-08
21,Well-sourced,0.1188368650651724,1.4277864019883874e-07
9,Comprehensive,0.11704743267016014,2.1969078580145545e-07
13,Replicable,0.11491965104611492,3.6373438360517434e-07
12,Objective,0.10321154684281882,4.975824196881745e-06
59,Empirical,0.09595337878645976,2.203786609315644e-05
14,Structured,0.09375539988721662,3.390093329701301e-05
4,Innovative,0.09102688740349857,5.7124013158572346e-05
16,Original,0.0897115235709383,7.309016817183233e-05
3,Rigorous,0.08287786836258484,0.0002494690660593169
25,Ethical,0.045129719711796655,0.04636006669184328
53,Unprovocative,0.038789025678888575,0.0868997269698951
24,Hypothesis-driven,0.0385679877272097,0.08871405280520944
20,Interdisciplinary,0.03551680681518946,0.11700578017566655
6,Methodical,0.027997404658743306,0.216657837099539
52,Nontechnical,0.013847986307352605,0.5412056811153303
32,Uncontroversial,0.01272724190113736,0.5744308787642332
22,Technical,0.009232055024641571,0.6837735849837461
23,Provocative,-0.006286642898425336,0.7815005222210448
54,Speculation-driven,-0.026866077599069893,0.2358108495153413
2,Controversial,-0.0279332304872505,0.2177134257148068
29,Theoretical,-0.029169070807605578,0.19802852249259997
55,Unethical,-0.03304546759606072,0.14474782450730733
34,Conventional,-0.03934041262360414,0.0825040853998051
33,Lax,-0.06168811260614707,0.006445311590783261
46,Derivative,-0.06385575945278812,0.0048002599220418616
50,Narrow,-0.06762144058241902,0.002818955242243386
60,Circumlocutory,-0.07877686357560842,0.0004995838072305022
42,Subjective,-0.08804326304856674,9.94399885652563e-05
35,Inaccessible,-0.0947801110715819,2.7765888407453417e-05
44,Unstructured,-0.09528379631669345,2.515214332491372e-05
36,Haphazard,-0.09809690897669204,1.4351068134205941e-05
26,Difficult to understand,-0.10035332283107701,9.04984458901068e-06
47,Unbalanced,-0.1022943519668817,6.039120378852648e-06
43,Non-replicable,-0.10241799539858902,5.8840526908373635e-06
37,Verbose,-0.10248900804091818,5.796721265229052e-06
45,Incoherent,-0.10255590491579246,5.71558642150761e-06
51,Poorly-sourced,-0.10412845780756703,4.093316585755703e-06
28,Not well written,-0.10689410371310877,2.2492462201947366e-06
41,Irrelevant,-0.12452371747617373,3.480658414328855e-08
39,Superficial,-0.12780883178751914,1.495728988653442e-08
48,Unreliable,-0.12836414535852064,1.2939747430940348e-08
38,Unconvincing,-0.13436806413571914,2.5970637394895454e-09
49,Inconsequential,-0.13655400977508314,1.4215364100618888e-09
40,Uninsightful,-0.13724941603997667,1.1711733659946299e-09
31,Disengaging,-0.1386101583537211,7.993950569053137e-10
57,Dull,-0.14284079109758724,2.3807700702445643e-10
