Item_No,Item,rho,p
19,Impactful,0.2771463708635479,2.1255293753133334e-57
27,Exciting,0.25372572220103007,4.318006363233525e-48
8,Persuasive,0.23932226564403586,7.94231573112798e-43
1,Engaging,0.23836370714100194,1.730396808266843e-42
17,Balanced,0.23473570908333397,3.195640882379229e-41
11,Relevant,0.23259241662363572,1.7483172734770567e-40
21,Well-sourced,0.23205443091570735,2.6712075668357784e-40
10,Insightful,0.2318975401853604,3.0220651450120203e-40
18,Authoritative,0.23028081542448223,1.0721984502193031e-39
15,Coherent,0.22623384926214551,2.445791432976023e-38
9,Comprehensive,0.2009630721632749,1.899440010444998e-30
13,Replicable,0.19407112751039754,1.8057655601650354e-28
14,Structured,0.19335644851324643,2.8679882450821816e-28
3,Rigorous,0.18417189785391716,9.328805504349649e-26
30,To the point,0.18263732589026832,2.3823818634142044e-25
58,Well written,0.17985779295697937,1.2747526742481362e-24
5,Accessible,0.17936688212150442,1.7094577627768426e-24
12,Objective,0.17663308434234157,8.626579412919696e-24
7,Concise,0.17236125848617453,1.0274028864592966e-22
6,Methodical,0.16879731872869955,7.733513257190535e-22
16,Original,0.14603892750982014,1.1002297452871148e-16
4,Innovative,0.1432056732818354,4.2631776905255054e-16
59,Empirical,0.1295171375998139,2.0319857165228946e-13
24,Hypothesis-driven,0.1277758254666135,4.258583995605061e-13
56,Easy to understand,0.07763435800976629,1.1243262023901305e-05
22,Technical,0.061640507855050236,0.0004920485026565889
23,Provocative,0.05706512506231367,0.0012556646322057666
20,Interdisciplinary,0.03972057993317277,0.024801323589935195
25,Ethical,0.03663378594200316,0.03845831241269504
2,Controversial,0.0019556283738631185,0.9120423355224283
52,Nontechnical,-0.00048789662844775703,0.9780141980501099
29,Theoretical,-0.008623024904397493,0.6262041872145536
32,Uncontroversial,-0.011083045669313927,0.53128893708217
55,Unethical,-0.011397556028601383,0.5197010517484044
53,Unprovocative,-0.021237163517234592,0.2302535030556978
54,Speculation-driven,-0.044663757632309495,0.011600479915786771
60,Circumlocutory,-0.06442236469323302,0.0002698456859709068
26,Difficult to understand,-0.07313179918034095,3.528687330327329e-05
34,Conventional,-0.07445848032867984,2.5357066978028177e-05
35,Inaccessible,-0.0778519069501204,1.0621796942749445e-05
36,Haphazard,-0.08298857343258231,2.6573369076347975e-06
33,Lax,-0.08383819682450129,2.09628887331012e-06
44,Unstructured,-0.09138660335083636,2.3066807940184522e-07
28,Not well written,-0.09365691087588567,1.1465295812895987e-07
37,Verbose,-0.09702756695360822,3.93999970380491e-08
50,Narrow,-0.09759970593812158,3.274858839898363e-08
47,Unbalanced,-0.10120183921367105,9.980788928627944e-09
31,Disengaging,-0.10829974411444396,8.499299498315607e-10
42,Subjective,-0.10946467009185615,5.585567950817615e-10
45,Incoherent,-0.11336238111263665,1.3279531304643445e-10
41,Irrelevant,-0.12372739481257457,2.2887784372296995e-12
43,Non-replicable,-0.1251183566860076,1.2921521602362423e-12
48,Unreliable,-0.1277604831651967,4.2862471278623053e-13
46,Derivative,-0.12788638025637972,4.0643621093362493e-13
39,Superficial,-0.1423005624984505,6.534208797212104e-16
38,Unconvincing,-0.16369437881696086,1.2897573287359704e-20
40,Uninsightful,-0.16625686344240084,3.1743825046997353e-21
51,Poorly-sourced,-0.17557314686557077,1.604569596536362e-23
49,Inconsequential,-0.1953569462237588,7.819856264231303e-29
57,Dull,-0.20062156523847857,2.3898729588982955e-30
