Item_No,Item,rho,p
42,42. Impactful,0.3277006426375696,6.722991322413314e-82
3,3. Well written,0.3036741492216479,4.9939480320093564e-70
53,53. Persuasive,0.29360571887879966,2.244996676850859e-65
52,52. Comprehensive,0.28840228628702497,4.8212440232964546e-63
51,51. Insightful,0.28720342773355273,1.6348882132445497e-62
46,46. Coherent,0.27787340078273026,1.789287866416679e-58
43,43. Authoritative,0.27683797517070846,4.913446149255223e-58
60,60. Engaging,0.2712814085398107,1.0312792963413206e-55
47,47. Structured,0.26248521775098993,3.791122644381316e-52
50,50. Relevant,0.26079280156573276,1.7757445126333787e-51
34,34. Exciting,0.2547212108322311,4.11858710476708e-49
58,58. Rigorous,0.22990548949670306,4.320681229898303e-40
55,55. Methodical,0.20855363948581374,3.861414013261373e-33
49,49. Objective,0.20518740738888894,4.128813519807409e-32
45,45. Original,0.20214705722528792,3.387146399914296e-31
57,57. Innovative,0.19706509939361513,1.059337408126367e-29
2,2. Empirical,0.19165511790433282,3.734368733975332e-28
40,40. Well-sourced,0.1821916761236196,1.47616592871329e-25
38,38. Provocative,0.16992936709595471,2.1336065342988052e-22
44,44. Balanced,0.16312944089131132,9.611988008501019e-21
48,48. Replicable,0.16035049712086072,4.350578660481915e-20
31,31. To the point,0.1508726844383869,6.136640511966517e-18
18,18. Non-replicable,0.10815792853886783,6.857801486652358e-10
54,54. Concise,0.09721874822312947,2.986581962762e-08
39,39. Technical,0.08853958643280532,4.525895425453539e-07
59,59. Controversial,0.06962345710222745,7.355522546338057e-05
56,56. Accessible,0.06606651025519845,0.00016890527073403573
37,37. Hypothesis-driven,0.06501162756081019,0.00021449739127710695
5,5. Easy to understand,0.06210904296827446,0.0004066646679218546
36,36. Ethical,0.055789628973465406,0.0014964141851908658
6,6. Unethical,0.007820795500899308,0.6564669790999027
35,35. Difficult to understand,-0.029955938584519122,0.08837053960965031
14,14. Unbalanced,-0.03035937541533163,0.0841646727478006
41,41. Interdisciplinary,-0.03503900938742466,0.0462205180781639
7,7. Speculation-driven,-0.04464701065307573,0.011070635551736702
26,26. Inaccessible,-0.052217388813463474,0.002960889024748209
32,32. Theoretical,-0.052896923957606506,0.0026082076145319383
9,9. Nontechnical,-0.05903732328544946,0.0007778993126257644
1,1. Circumlocutory,-0.10192036466147167,6.187057589810345e-09
24,24. Verbose,-0.10417178306427329,2.8381551819374155e-09
10,10. Poorly-sourced,-0.10801562862360002,7.220948735629712e-10
19,19. Subjective,-0.15190999106309847,3.624297512270608e-18
27,27. Conventional,-0.17984291940920644,6.197819068658531e-25
16,16. Incoherent,-0.18104300407789983,2.9848859431720545e-25
20,20. Irrelevant,-0.1887642766200043,2.4001625316523485e-27
15,15. Derivative,-0.19093121391661097,5.967291314462325e-28
17,17. Unstructured,-0.19181838307766202,3.3588807556373086e-28
13,13. Unreliable,-0.2141445309483394,6.881000492438386e-35
25,25. Haphazard,-0.2176378670021566,5.239984052743636e-36
29,29. Uncontroversial,-0.2216024640782594,2.6686849258282225e-37
28,28. Lax,-0.22173177564340737,2.4193268984536715e-37
33,33. Not well written,-0.2245374074327356,2.835765553301814e-38
22,22. Superficial,-0.23058889912879713,2.516689568977838e-40
8,8. Unprovocative,-0.23371959724890082,2.0689370499209085e-41
21,21. Uninsightful,-0.23865533436790715,3.73395573020243e-43
23,23. Unconvincing,-0.23986439773178508,1.3768818468334401e-43
11,11. Narrow,-0.242283101444447,1.840068169024381e-44
4,4. Dull,-0.25975771618501886,4.540440593867646e-51
30,30. Disengaging,-0.2759064490670405,1.2146467086909878e-57
12,12. Inconsequential,-0.2777334350108332,2.0516069009156312e-58
