Readability,Target,rho,p
n_sentences,score_mean,0.07303115140841358,0.00019762436009377872
n_sentences,score_weighted,0.07412227713001157,0.000158222631191222
n_sentences,score_median,0.07000546215123206,0.0003604830343330493
n_sentences,accept,0.07316985475920651,0.00019214806119134328
n_sentences,cites,0.08195611137322041,2.9363563915709938e-05
n_sentences,TNCSI,0.06722563326400656,0.0006137696143177651
n_sentences,TNCSI_SP,0.06648920301588039,0.00070443494500311
n_words,score_mean,0.0325700267122208,0.09728616761396375
n_words,score_weighted,0.03277485136963743,0.09519898089363471
n_words,score_median,0.031163509665185652,0.11262297012089328
n_words,accept,0.020526638050059613,0.29609070484849576
n_words,cites,0.04334479659081935,0.02730320046204906
n_words,TNCSI,0.04859358450399577,0.01333378821984871
n_words,TNCSI_SP,0.04014548610507946,0.04094297550577408
n_characters,score_mean,0.01864398810411134,0.3426182184375445
n_characters,score_weighted,0.01891561359954105,0.3356311990040892
n_characters,score_median,0.02099846858673249,0.28512556564361763
n_characters,accept,0.015704741445118606,0.42407426816781546
n_characters,cites,0.010763006732441526,0.5838154098097839
n_characters,TNCSI,0.01807233650389134,0.3576239616041911
n_characters,TNCSI_SP,0.020358102908543566,0.3000748735164573
n_syllables,score_mean,0.01594973084625424,0.4168809364136773
n_syllables,score_weighted,0.016058692488632335,0.41370487145187596
n_syllables,score_median,0.017294366721947882,0.37869874112997415
n_syllables,accept,0.01399498852971483,0.4762560017268397
n_syllables,cites,0.0034793177010274514,0.8594398856569254
n_syllables,TNCSI,0.013788823553939466,0.48277739219946647
n_syllables,TNCSI_SP,0.016785481840523284,0.3928888763161885
n_polysyllables,score_mean,-0.010659445593388836,0.5874405422826352
n_polysyllables,score_weighted,-0.010942576362046583,0.577554422368785
n_polysyllables,score_median,-0.006156400956576307,0.7540185402398705
n_polysyllables,accept,-0.005156523324929931,0.7929721534395422
n_polysyllables,cites,-0.04475507698508511,0.022664741673265758
n_polysyllables,TNCSI,-0.02268988144747473,0.24809265286642299
n_polysyllables,TNCSI_SP,-0.006378190572864362,0.7454582567944895
ARI,score_mean,-0.07652857990528811,9.587809034032576e-05
ARI,score_weighted,-0.07801661719390734,6.982812571463938e-05
ARI,score_median,-0.07055470620289044,0.00032376794736856156
ARI,accept,-0.07153791246301786,0.0002666302114836486
ARI,cites,-0.12188393769145281,4.762139149755022e-10
ARI,TNCSI,-0.09677411502229505,7.929315559160618e-07
ARI,TNCSI_SP,-0.07745371512063944,7.877716505503898e-05
SMOG,score_mean,-0.08021454304247909,4.327393121764076e-05
SMOG,score_weighted,-0.08207247069597366,2.860471238905883e-05
SMOG,score_median,-0.07358885949969149,0.00017645789765451106
SMOG,accept,-0.07651974688535523,9.605710314860789e-05
SMOG,cites,-0.12967549574565185,3.400563837948482e-11
SMOG,TNCSI,-0.09261972184582813,2.310011490552688e-06
SMOG,TNCSI_SP,-0.07315882082236393,0.00019257843096993446
Flesch_Kincaid_Grade,score_mean,-0.08055218767547441,4.016378879817817e-05
Flesch_Kincaid_Grade,score_weighted,-0.08216092922571522,2.8040325123145043e-05
Flesch_Kincaid_Grade,score_median,-0.07517059360407946,0.00012742866161691627
Flesch_Kincaid_Grade,accept,-0.07527262894326121,0.00012475382581426332
Flesch_Kincaid_Grade,cites,-0.14278469821085066,2.7775620747919983e-13
Flesch_Kincaid_Grade,TNCSI,-0.1114587776327969,1.2655573527318696e-08
Flesch_Kincaid_Grade,TNCSI_SP,-0.08879159898267479,5.949730098067392e-06
Flesch_Reading_Ease,score_mean,0.07829602835997003,6.575164026785905e-05
Flesch_Reading_Ease,score_weighted,0.07926591688826981,5.327989807221114e-05
Flesch_Reading_Ease,score_median,0.07103006820242329,0.0002948458689644451
Flesch_Reading_Ease,accept,0.061525906768373995,0.0017217599815516306
Flesch_Reading_Ease,cites,0.16656664429023588,1.372281507977896e-17
Flesch_Reading_Ease,TNCSI,0.13656277288753582,2.881858717126095e-12
Flesch_Reading_Ease,TNCSI_SP,0.09636702575496375,8.822520161593004e-07
Coleman_Liau,score_mean,-0.06507956254955943,0.0009135929556007416
Coleman_Liau,score_weighted,-0.06567537403164783,0.000819008126566195
Coleman_Liau,score_median,-0.05217035851159664,0.007881094046913187
Coleman_Liau,accept,-0.03939919001399086,0.044847959379921844
Coleman_Liau,cites,-0.144553414988181,1.4013131325569182e-13
Coleman_Liau,TNCSI,-0.13070709269958927,2.3687423772972753e-11
Coleman_Liau,TNCSI_SP,-0.0820904808461963,2.848893530168687e-05
Gunning_Fog,score_mean,-0.07867248564902357,6.061420302968127e-05
Gunning_Fog,score_weighted,-0.08029882720048613,4.247685199252555e-05
Gunning_Fog,score_median,-0.07256946927002328,0.00021692691660512182
Gunning_Fog,accept,-0.07313388035886415,0.0001935545518340522
Gunning_Fog,cites,-0.13442955124573674,6.27451553655161e-12
Gunning_Fog,TNCSI,-0.09733635462025932,6.837636370562708e-07
Gunning_Fog,TNCSI_SP,-0.07527462926213434,0.0001247019203767026
