Component,Target,rho,p,n
Quality & Reliability,score_mean,0.009150013123706611,0.6414176840204215,2593
Quality & Reliability,score_weighted,0.009046968816327838,0.6451770420421583,2593
Quality & Reliability,score_median,0.016265593509879144,0.40771356988479923,2593
Quality & Reliability,accept,0.011817458446796438,0.5475112368513315,2593
Quality & Reliability,cites,-0.05095306578828134,0.00945794820399783,2593
Quality & Reliability,TNCSI,-0.0368746759708895,0.0604568254235798,2593
Quality & Reliability,TNCSI_SP,-0.04051527962708777,0.039117247567248395,2593
Accessibility & Understandability,score_mean,0.06760723425643177,0.0005711771949583576,2593
Accessibility & Understandability,score_weighted,0.0656691810015919,0.0008199427425776266,2593
Accessibility & Understandability,score_median,0.07822392078697124,6.678155435114615e-05,2593
Accessibility & Understandability,accept,0.04880624443622993,0.012934396425951206,2593
Accessibility & Understandability,cites,0.007123377803131479,0.7169314730683238,2593
Accessibility & Understandability,TNCSI,0.013114489788843138,0.5044423995543772,2593
Accessibility & Understandability,TNCSI_SP,0.025378789736064458,0.19638790054304311,2593
Novelty & Engagement,score_mean,0.024276888449437112,0.2165322360203411,2593
Novelty & Engagement,score_weighted,0.02455196652831607,0.211369427934318,2593
Novelty & Engagement,score_median,0.014086543193852864,0.4733754975671304,2593
Novelty & Engagement,accept,0.0281187702090455,0.15230334653844635,2593
Novelty & Engagement,cites,0.07515247638876758,0.00012790921256917843,2593
Novelty & Engagement,TNCSI,0.0928684830141203,2.169450662719863e-06,2593
Novelty & Engagement,TNCSI_SP,0.08409926947467779,1.8029347056759084e-05,2593
